target,is_repaired,score,tags,used_function_names,used_statement_ids,operated_positions,created_statement_id,used_identifier_ids,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time,repair_initialization_time,repair_rep_generation_time,repair_evalution_time,tag
test2/ARC002/1/WA/22146565.c,true,40,3 ,test2/ARC002/1/AC/151313.c::main ,18988 ,[0 0 0 0 ],49097 ,[380 186 380 186 380 186 186 ],46,14825,4872,446,9492,8879,254,359,2
test2/ARC002/1/WA/22147650.c,true,40,3 ,test2/ARC002/1/AC/3519469.c::main ,14364 ,[0 0 0 0 1 0 ],49392 ,[380 186 380 186 380 186 186 ],155,15447,5097,445,9893,8844,283,766,2
test2/ARC002/1/WA/2253326.c,true,40,3 ,test2/ARC002/1/AC/69182.c::main ,17512 ,[0 1 ],49573 ,[1532 1532 1532 186 186 ],44,14806,5364,347,9083,8507,217,359,2
test2/ARC002/1/WA/25075.c,true,40,3 ,test2/ARC002/1/AC/99702.c::main ,44043 ,[0 3 ],49756 ,[380 186 380 186 380 186 186 ],299,12523,4764,442,7304,5660,215,1429,2
test2/ARC002/1/WA/25076.c,true,40,3 ,test2/ARC002/1/AC/7330.c::main ,19038 ,[0 3 1 0 ],49660 ,[380 380 380 186 186 ],268,12373,4821,427,7110,5623,211,1276,2
test2/ARC002/1/WA/25078.c,true,40,3 ,test2/ARC002/1/AC/7383.c::main ,18020 ,[0 3 ],49158 ,[380 380 380 302 380 380 302 302 302 ],78,12143,4966,433,6728,5632,222,874,2
test2/ARC002/1/WA/2564337.c,true,40,3 ,test2/ARC002/1/AC/69249.c::main ,4125 ,[0 1 ],49291 ,[380 186 380 186 380 186 186 ],120,9981,4803,386,4779,3389,234,1156,2
test2/ARC002/1/WA/2564581.c,true,40,3 3 ,test2/ARC002/1/AC/15204449.c::main test2/ARC002/1/AC/77130.c::main ,16643 5655 ,[0 0 ][0 1 ],51163 51895 ,[221 380 ][380 302 380 302 380 302 302 ],1137,14800,4866,390,9526,3405,556,5565,2
test2/ARC002/1/WA/2564797.c,true,40,3 ,test2/ARC002/1/AC/22147693.c::main ,41904 ,[0 0 ],49132 ,[221 380 380 186 380 186 380 186 186 ],54,9595,5154,349,4079,3415,277,387,2
test2/ARC002/1/WA/25654900.c,true,40,3 ,test2/ARC002/1/AC/6933.c::main ,5945 ,[5 0 ],50136 ,[2032 ],188,64899,5598,933,58346,57132,215,999,2
test2/ARC002/1/WA/25723.c,true,40,3 ,test2/ARC002/1/AC/134138.c::main ,17574 ,[0 1 ],49744 ,[380 186 380 380 186 186 ],302,13224,4899,417,7892,2303,240,5349,2
test2/ARC002/1/WA/25724.c,true,40,3 ,test2/ARC002/1/AC/7758.c::main ,23862 ,[0 1 ],49101 ,[380 380 186 380 186 186 ],43,8240,4924,440,2863,2304,232,327,2
test2/ARC002/1/WA/25725.c,true,40,3 ,test2/ARC002/1/AC/7758.c::main ,22979 ,[0 1 ],49428 ,[380 380 186 380 186 186 ],191,9101,5249,400,3439,2268,251,920,2
test2/ARC002/1/WA/25926.c,true,40,3 ,test2/ARC002/1/AC/32340.c::main ,31295 ,[0 1 ],49137 ,[380 380 380 186 186 ],55,9488,5063,375,4038,3405,258,375,2
test2/ARC002/1/WA/25929.c,true,40,3 ,test2/ARC002/1/AC/69182.c::main ,17267 ,[0 1 ],49394 ,[380 380 380 186 186 ],167,14038,4689,443,8893,7779,258,856,2
test2/ARC002/1/WA/25930.c,true,40,3 ,test2/ARC002/1/AC/7272.c::main ,44262 ,[0 1 ],49251 ,[380 380 380 186 186 186 186 ],98,14373,5356,381,8622,7787,244,591,2
test2/ARC002/1/WA/25932.c,true,40,3 ,test2/ARC002/1/AC/4390503.c::main ,5741 ,[0 1 1 0 ],49094 ,[380 186 380 186 380 186 186 ],35,13896,5101,409,8373,7806,252,315,2
test2/ARC002/1/WA/25933.c,true,40,3 ,test2/ARC002/1/AC/482955.c::main ,27213 ,[0 1 ],49188 ,[380 186 380 186 380 186 186 ],84,14059,5036,436,8573,7811,267,495,2
test2/ARC002/1/WA/25934.c,true,40,3 ,test2/ARC002/1/AC/22147693.c::main ,42200 ,[0 1 1 0 ],49198 ,[380 186 380 186 380 186 186 ],63,13631,4801,431,8385,7735,240,410,2
test2/ARC002/1/WA/25935.c,true,40,3 ,test2/ARC002/1/AC/97071.c::main ,22248 ,[0 1 ],49279 ,[380 186 380 186 380 186 186 ],107,15419,5143,434,9831,8978,260,593,2
test2/ARC002/1/WA/25936.c,true,40,3 ,test2/ARC002/1/AC/2816382.c::main ,4939 ,[0 1 ],49193 ,[380 380 380 302 302 ],81,14979,4904,465,9596,8892,233,471,2
test2/ARC002/1/WA/26214.c,true,40,3 ,test2/ARC002/1/AC/7308.c::main ,9291 ,[0 1 ],49186 ,[380 186 380 186 380 186 186 ],71,16342,5186,423,10718,9962,257,499,2
test2/ARC002/1/WA/26219.c,true,40,3 ,test2/ARC002/1/AC/21916623.c::main ,42543 ,[0 1 ],49432 ,[380 186 380 186 380 186 186 ],164,29748,4868,474,24371,23060,283,1028,2
test2/ARC002/1/WA/26220.c,true,40,3 ,test2/ARC002/1/AC/134138.c::main ,17903 ,[0 1 ],49980 ,[380 186 380 380 186 186 ],347,30607,5205,483,24898,23086,290,1522,2
test2/ARC002/1/WA/26221.c,true,40,3 ,test2/ARC002/1/AC/3673534.c::main ,5582 ,[0 1 ],49180 ,[380 380 186 186 380 186 186 ],61,28313,5084,483,22728,22014,296,418,2
test2/ARC002/1/WA/26225.c,true,40,3 ,test2/ARC002/1/AC/383449.c::main ,19418 ,[0 1 0 0 1 0 ],49186 ,[380 380 186 186 186 ],40,27912,4887,480,22526,21922,283,321,2
test2/ARC002/1/WA/26226.c,true,40,3 ,test2/ARC002/1/AC/8283.c::main ,29837 ,[0 1 ],49216 ,[380 186 380 380 186 186 186 ],59,31796,5186,493,26098,25387,273,438,2
test2/ARC002/1/WA/26227.c,true,40,3 ,test2/ARC002/1/AC/18386976.c::main ,10566 ,[0 1 ],49552 ,[380 186 380 186 380 186 186 ],163,31724,5164,526,26005,24344,311,1350,2
test2/ARC002/1/WA/26231.c,true,40,3 ,test2/ARC002/1/AC/4170645.c::main ,39550 ,[0 1 ],49193 ,[380 380 186 380 186 186 186 ],32,32799,5054,490,27238,26622,316,300,2
test2/ARC002/1/WA/2789256.c,true,40,3 ,test2/ARC002/1/AC/62497.c::main ,17401 ,[0 1 ],50658 ,[380 380 380 186 186 ],647,11684,4935,383,6353,3420,219,2714,2
test2/ARC002/1/WA/2789264.c,true,40,3 ,test2/ARC002/1/AC/17927.c::main ,14266 ,[0 1 ],49114 ,[380 302 380 302 380 302 302 ],58,9233,4817,396,4008,3413,219,376,2
test2/ARC002/1/WA/2789281.c,true,40,3 ,test2/ARC002/1/AC/7176.c::main ,42811 ,[0 1 ],49283 ,[380 380 380 186 186 186 186 ],97,11602,4765,402,6423,5628,236,559,2
test2/ARC002/1/WA/2789295.c,true,40,3 ,test2/ARC002/1/AC/21916623.c::main ,42494 ,[0 1 ],49200 ,[380 186 380 186 380 186 186 ],65,8251,4871,380,2988,2299,261,428,2
test2/ARC002/1/WA/2789313.c,true,40,3 ,test2/ARC002/1/AC/4390503.c::main ,2090 ,[0 1 ],49235 ,[380 186 380 186 380 186 186 ],80,8024,4640,383,2988,2289,265,434,2
