target,is_repaired,score,tags,used_function_names,used_statement_ids,operated_positions,created_statement_id,used_identifier_ids,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time,repair_initialization_time,repair_rep_generation_time,repair_evalution_time,tag
test2/ARC002/1/WA/32478.c,true,40,3 ,test2/ARC002/1/AC/82646.c::main ,29538 ,[0 2 ],49267 ,[186 ],99,7020,4763,440,1806,1131,213,462,0
test2/ARC002/1/WA/32482.c,true,40,3 ,test2/ARC002/1/AC/17925.c::main ,7583 ,[0 1 ],49569 ,[380 380 380 302 302 ],213,7767,4891,422,2441,1155,245,1041,0
test2/ARC002/1/WA/35839.c,true,40,3 3 ,test2/ARC002/1/AC/641731.c::main test2/ARC002/1/AC/594629.c::main ,5830 9296 ,[0 5 ][0 6 ],50377 53776 ,[380 381 381 381 ][380 381 186 380 221 186 186 ],1978,23317,5223,483,17578,6662,501,10415,0
test2/ARC002/1/WA/3673523.c,true,40,3 ,test2/ARC002/1/AC/84932.c::main ,10050 ,[0 1 ],49258 ,[380 186 380 186 380 186 186 ],101,19893,5169,382,14318,7731,228,6359,0
test2/ARC002/1/WA/383248.c,true,40,3 ,test2/ARC002/1/AC/6967.c::main ,6207 ,[0 1 0 0 ],50243 ,[380 380 380 186 186 ],462,19782,5210,398,14155,7732,223,6200,0
test2/ARC002/1/WA/38336197.c,true,40,3 ,test2/ARC002/1/AC/15204449.c::main ,16388 ,[0 4 ],54854 ,[186 380 380 383 ],2348,37063,5061,421,31547,7861,750,22936,0
test2/ARC002/1/WA/38731041.c,true,40,3 ,test2/ARC002/1/AC/1502119.c::main ,38248 ,[0 1 ],49108 ,[380 186 380 186 380 186 186 ],46,14350,4987,410,8935,4478,240,4217,0
test2/ARC002/1/WA/38731060.c,true,40,3 ,test2/ARC002/1/AC/47260.c::main ,6786 ,[0 1 ],49515 ,[380 380 380 186 186 ],183,11037,5079,410,5536,4456,246,834,0
test2/ARC002/1/WA/38731099.c,true,40,3 ,test2/ARC002/1/AC/6929.c::main ,26856 ,[0 1 ],49352 ,[302 380 380 380 ],143,10625,4768,430,5416,4446,229,741,0
test2/ARC002/1/WA/38731110.c,true,40,3 ,test2/ARC002/1/AC/7151051.c::main ,17361 ,[0 1 ],49206 ,[302 380 380 380 ],103,10904,5022,407,5459,4455,222,782,0
test2/ARC002/1/WA/38731117.c,true,40,3 ,test2/ARC002/1/AC/1337564.c::main ,14679 ,[0 1 ],49100 ,[380 380 380 186 186 ],32,10755,5325,411,5003,4462,225,316,0
test2/ARC002/1/WA/38731139.c,true,40,3 ,test2/ARC002/1/AC/38731751.c::main ,17166 ,[0 1 ],49746 ,[380 380 380 186 186 186 186 ],309,11537,5018,457,6048,4426,219,1403,0
test2/ARC002/1/WA/38731304.c,true,40,3 ,test2/ARC002/1/AC/7150.c::main ,34061 ,[0 1 ],50167 ,[380 380 380 186 186 ],420,14651,4871,381,9382,4440,230,4712,0
test2/ARC002/1/WA/38731327.c,true,40,3 ,test2/ARC002/1/AC/7618.c::main ,28956 ,[0 1 ],49359 ,[380 380 380 380 380 380 186 186 186 186 ],127,11081,4901,382,5782,4453,250,1079,0
test2/ARC002/1/WA/38731340.c,true,40,3 ,test2/ARC002/1/AC/68401.c::main ,32447 ,[0 1 ],49600 ,[380 380 380 186 186 ],253,11723,5124,377,6187,4469,250,1468,0
test2/ARC002/1/WA/38731386.c,true,40,3 ,test2/ARC002/1/AC/62472.c::main ,1065 ,[0 1 ],49351 ,[380 380 380 186 186 ],152,10525,4697,418,5399,4443,213,743,0
test2/ARC002/1/WA/38731510.c,true,40,3 ,test2/ARC002/1/AC/407245.c::main ,5575 ,[0 1 ],50760 ,[186 380 380 380 ],655,15821,5111,425,10263,4452,236,5575,0
test2/ARC002/1/WA/38731513.c,true,40,3 ,test2/ARC002/1/AC/6929.c::main ,26611 ,[0 1 ],49802 ,[302 380 380 380 ],304,11895,5067,419,6393,4437,222,1734,0
test2/ARC002/1/WA/38731629.c,true,40,3 ,test2/ARC002/1/AC/4170645.c::main ,37532 ,[0 1 ],50400 ,[380 380 186 380 186 186 186 ],495,19061,4834,426,13783,7707,248,5828,0
test2/ARC002/1/WA/38731706.c,true,40,3 ,test2/ARC002/1/AC/1989411.c::main ,28842 ,[0 1 ],49482 ,[380 380 380 186 186 ],187,14770,4919,382,9452,4456,242,4754,0
test2/ARC002/1/WA/40897.c,true,40,3 ,test2/ARC002/1/AC/1332763.c::main ,32336 ,[0 2 ],60978 ,[302 381 381 381 ],5149,42082,4914,461,36647,4487,1676,30484,0
test2/ARC002/1/WA/436474.c,true,40,3 ,test2/ARC002/1/AC/8576.c::main ,8500 ,[0 1 ],49979 ,[380 380 380 186 186 ],384,20408,4917,417,15058,7716,236,7106,0
test2/ARC002/1/WA/45016246.c,true,40,3 ,test2/ARC002/1/AC/15204449.c::main ,17241 ,[1 1 ],49894 ,[186 2016 2016 2016 ],97,43923,5588,493,37821,36676,222,923,0
test2/ARC002/1/WA/45952464.c,true,40,3 ,test2/ARC002/1/AC/487386.c::main ,44417 ,[0 5 ],53156 ,[381 186 380 186 186 ],1741,25617,4888,434,20262,5589,513,14160,0
test2/ARC002/1/WA/487779.c,true,40,3 ,test2/ARC002/1/AC/32973.c::main ,9974 ,[0 1 ],49262 ,[380 186 380 186 380 186 186 ],101,14209,4907,399,8885,7699,230,956,0
test2/ARC002/1/WA/5559360.c,true,40,3 ,test2/ARC002/1/AC/1989411.c::main ,30168 ,[0 3 ],49220 ,[380 380 380 186 186 ],103,12803,4881,436,7471,6673,214,584,0
