target,is_repaired,score,tags,used_function_names,used_statement_ids,operated_positions,created_statement_id,used_identifier_ids,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time,repair_initialization_time,repair_rep_generation_time,repair_evalution_time,tag
test2/ARC002/1/WA/7894.c,true,40,3 3 ,test2/ARC002/1/AC/171037.c::main test2/ARC002/1/AC/68401.c::main ,14498 32118 ,[0 1 ][0 2 ],53473 55743 ,[380 380 380 186 186 186 186 ][221 ],2639,23014,4942,424,17624,4481,793,12350,1
test2/ARC002/1/WA/7974.c,true,40,3 ,test2/ARC002/1/AC/32329290.c::main ,13301 ,[0 1 1 0 ],49089 ,[380 186 380 186 186 ],45,9275,4930,370,3962,3384,228,350,1
test2/ARC002/1/WA/8038.c,false,30,3 ,test2/ARC002/1/AC/45016254.c::main ,24396 ,[0 4 ],76331 ,[380 221 221 ],10000,87718,5176,413,81958,5555,3455,72948,1
test2/ARC002/1/WA/8137.c,true,40,3 ,test2/ARC002/1/AC/22147693.c::main ,41626 ,[0 1 1 0 ],49113 ,[380 186 380 186 186 ],59,9347,4939,417,3978,3358,209,411,1
test2/ARC002/1/WA/82647.c,true,40,3 ,test2/ARC002/1/AC/38731688.c::main ,5494 ,[0 1 1 0 ],49128 ,[380 380 380 186 186 186 186 ],49,10435,4996,403,5023,4464,218,341,1
test2/ARC002/1/WA/8307.c,true,40,3 ,test2/ARC002/1/AC/22308669.c::main ,2897 ,[0 1 ],49584 ,[380 186 380 186 380 186 186 ],223,11150,5027,417,5693,4444,238,1011,1
test2/ARC002/1/WA/8346.c,true,40,3 3 3 ,test2/ARC002/1/AC/140176.c::main test2/ARC002/1/AC/9832.c::main test2/ARC002/1/AC/9368.c::main ,43235 45489 16623 ,[0 2 ][1 5 ][1 6 ],50251 51878 53860 ,[186 380 ][383 383 383 186 186 ][383 ],2103,35763,4861,632,30219,11251,751,18217,1
test2/ARC002/1/WA/8348.c,true,40,3 ,test2/ARC002/1/AC/8283.c::main ,28390 ,[0 1 ],49173 ,[380 186 380 380 186 186 186 ],73,10470,4943,387,5126,4429,225,472,1
test2/ARC002/1/WA/8388.c,true,40,3 ,test2/ARC002/1/AC/171037.c::main ,14210 ,[0 1 ],49288 ,[380 380 380 186 186 186 186 ],115,10942,5206,409,5312,4464,221,627,1
test2/ARC002/1/WA/8399.c,true,40,3 ,test2/ARC002/1/AC/1136852.c::main ,18569 ,[0 1 1 0 ],49248 ,[380 186 380 380 186 380 380 380 186 186 ],82,19209,4939,382,13873,13145,254,474,1
test2/ARC002/1/WA/8528.c,true,40,3 ,test2/ARC002/1/AC/24805.c::main ,45326 ,[0 2 ],49660 ,[380 380 380 186 186 ],289,13707,4932,434,8323,6666,208,1449,1
test2/ARC002/1/WA/8600.c,false,0,3 3 ,test2/ARC002/1/AC/5559376.c::main test2/ARC002/1/AC/657054.c::main ,34249 5764 ,[1 2 ][1 1 ],63174 64096 ,[186 ][186 ],10000,99321,5199,595,93388,54123,2701,36564,1
test2/ARC002/1/WA/8796.c,true,40,3 3 3 ,test2/ARC002/1/AC/82648.c::main test2/ARC002/1/AC/7776.c::main test2/ARC002/1/AC/22147693.c::main ,34376 14522 41274 ,[0 0 ][0 0 ][0 0 ],52358 55923 58156 ,[221 ][861 861 ][221 861 861 186 861 186 861 186 186 ],2381,29150,5039,364,23727,2116,1346,20265,1
test2/ARC002/1/WA/8856.c,true,40,3 ,test2/ARC002/1/AC/7272.c::main ,44573 ,[0 1 ],49197 ,[381 381 381 186 186 186 186 ],87,8800,4998,462,3326,2343,206,777,1
test2/ARC002/1/WA/936742.c,true,40,3 ,test2/ARC002/1/AC/30584125.c::main ,33229 ,[0 1 1 0 ],49215 ,[380 186 380 186 380 186 186 ],92,8330,4914,384,3021,2267,229,525,1
test2/ARC002/1/WA/936783.c,true,40,3 ,test2/ARC002/1/AC/1989411.c::main ,28883 ,[0 1 ],49140 ,[380 380 380 186 186 ],54,10431,4973,388,5058,4474,216,368,1
test2/ARC002/1/WA/94172.c,true,40,3 ,test2/ARC002/1/AC/77130.c::main ,3789 ,[0 1 ],49332 ,[380 302 380 302 380 302 302 ],128,14210,5142,410,8646,7717,241,688,1
test2/ARC002/1/WA/94173.c,true,40,3 ,test2/ARC002/1/AC/1989411.c::main ,29492 ,[0 1 ],49245 ,[380 380 380 186 186 ],89,13591,4744,383,8451,7727,244,480,1
test2/ARC002/1/WA/959260.c,true,40,3 ,test2/ARC002/1/AC/15204449.c::main ,16697 ,[0 1 ],49260 ,[186 380 380 380 ],109,11239,5098,409,5718,1109,210,4399,1
