threshold,0.00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.30,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.40,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.00
MAP,0.0000,0.3932,0.4004,0.4102,0.4208,0.4325,0.4396,0.4610,0.4950,0.4975,0.4981,0.4921,0.4807,0.4820,0.4888,0.4905,0.4852,0.4843,0.4817,0.4800,0.4772,0.4753,0.4668,0.4658,0.4639,0.4511,0.4498,0.4406,0.4397,0.4263,0.4218,0.4217,0.4153,0.4112,0.4118,0.4015,0.3872,0.3793,0.3786,0.3680,0.3666,0.3657,0.3648,0.3675,0.3597,0.3433,0.3416,0.3382,0.3354,0.3353,0.3307,0.3240,0.3220,0.3182,0.3133,0.3076,0.3076,0.3076,0.3076,0.3040,0.3040,0.3040,0.3016,0.3003,0.2972,0.2972,0.2949,0.2949,0.2926,0.2926,0.2891,0.2841,0.2825,0.2800,0.2800,0.2800,0.2800,0.2800,0.2743,0.2743,0.2739,0.2739,0.2739,0.2739,0.2732,0.2714,0.2714,0.2695,0.2603,0.2547,0.2547,0.2547,0.2547,0.2547,0.2547,0.2547,0.2530,0.2530,0.2479,0.2479,0.2227
error,1.0000,0.6160,0.4790,0.3659,0.2844,0.2595,0.2351,0.1702,0.1100,0.1043,0.0784,0.0706,0.0275,0.0275,0.0275,0.0265,0.0259,0.0259,0.0259,0.0259,0.0259,0.0254,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0005,0.0005,0.0005,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
