target,0.isSuccess,0.created,0.totalTime,0.repairTime,1.isSuccess,1.created,1.totalTime,1.repairTime,2.isSuccess,2.created,2.totalTime,2.repairTime,3.isSuccess,3.created,3.totalTime,3.repairTime,4.isSuccess,4.created,4.totalTime,4.repairTime,
test/ABC265/A/WA/34255164.c,false,10000,656369,655857,false,10000,550107,527392,false,10000,565281,533167,false,10000,573514,541531,false,10000,582785,550652,
test/ABC265/A/WA/34255274.c,false,10000,421635,421030,false,10000,428779,406253,false,10000,472495,440216,false,10000,447095,414568,false,10000,456278,423874,
test/ABC265/A/WA/34255385.c,false,10000,475398,474879,true,628,92613,69902,false,10000,510572,478504,true,3317,208723,176425,false,10000,519943,487477,
test/ABC265/A/WA/34255733.c,false,10000,158575,156647,false,10000,344741,321605,false,10000,387654,355216,false,10000,362726,330045,false,10000,407385,374156,
test/ABC265/A/WA/34269430.c,false,10000,351399,350716,false,10000,350782,327962,false,10000,396966,363489,false,10000,374457,340840,false,10000,392212,358446,
test/ABC265/A/WA/34269463.c,false,10000,344429,343754,false,10000,341223,318209,false,10000,402574,368857,false,10000,373368,340095,false,10000,393195,359792,
test/ABC265/A/WA/34275650.c,false,10000,64990,64428,false,10000,200241,177364,false,10000,216349,184148,false,10000,217978,186061,false,10000,216062,184124,
test/ABC265/A/WA/34275708.c,false,10000,65902,65340,false,10000,202352,179616,false,10000,211190,178842,false,10000,216406,184225,false,10000,218761,186408,
test/ABC265/A/WA/34275769.c,false,10000,65971,65416,false,10000,199404,176827,false,10000,220839,188721,false,10000,221786,189457,false,10000,200810,168737,
test/ABC265/A/WA/34278462.c,false,10000,112991,112398,false,10000,232103,209229,false,10000,249846,217595,false,10000,242636,210408,false,10000,252950,220326,
test/ABC265/A/WA/34283445.c,false,10000,422324,421789,false,10000,188794,166014,false,10000,219634,187759,false,10000,201169,169434,false,10000,218894,186716,
test/ABC265/A/WA/34283462.c,false,10000,434197,433667,false,10000,181107,158278,false,10000,223628,191544,false,10000,176896,145099,false,10000,222961,191269,
test/ABC265/A/WA/34283482.c,false,10000,464715,464151,false,10000,184694,162076,false,10000,222382,190481,false,10000,208577,176816,false,10000,218454,186351,
test/ABC265/A/WA/34291454.c,false,10000,70452,69872,false,10000,167846,145408,false,10000,194048,161769,false,10000,211849,179645,false,10000,200810,168611,
test/ABC265/A/WA/34291547.c,false,10000,70444,69876,false,10000,138606,115892,false,10000,177765,145696,false,10000,190326,158243,false,10000,210155,177827,
test/ABC265/A/WA/34291564.c,false,10000,70487,69905,false,10000,139058,116405,false,10000,175399,143566,false,10000,169406,137384,false,10000,177366,145496,
test/ABC265/A/WA/34291666.c,false,10000,75911,75386,false,10000,170908,148317,false,10000,215253,183352,false,10000,184745,152829,false,10000,195400,163651,
test/ABC265/A/WA/34291691.c,false,10000,76354,75826,false,10000,185096,162523,false,10000,205095,173170,false,10000,203508,171819,false,10000,199892,168004,
test/ABC265/A/WA/34291721.c,false,10000,75946,75421,true,3896,112263,89521,false,10000,205817,174079,false,10000,163401,131613,false,10000,212575,180703,
test/ABC265/A/WA/34291861.c,false,10000,73263,72722,false,10000,173802,150953,false,10000,214808,182967,false,10000,180873,149046,false,10000,203889,172157,
test/ABC265/A/WA/34291884.c,false,10000,75717,75182,true,8096,155706,133084,false,10000,212658,180743,false,10000,197203,165511,false,10000,194201,162117,
test/ABC265/A/WA/34292002.c,false,10000,75706,75174,true,1153,80210,57684,true,3374,104962,73050,true,1943,84363,52400,true,7040,171842,139780,
test/ABC265/A/WA/34292112.c,false,10000,80056,79581,true,5214,128912,106203,true,2747,105531,74016,true,1212,84867,53347,true,2592,102884,70940,
test/ABC265/A/WA/34297297.c,false,10000,338808,336581,false,10000,922912,899407,false,10000,977751,942341,false,10000,937040,901252,false,10000,988336,952536,
test/ABC265/A/WA/34302748.c,false,10000,67547,67098,false,10000,180933,158323,false,10000,191501,160104,false,10000,203478,172023,false,10000,206836,175401,
test/ABC265/A/WA/34317686.c,false,10000,177786,176567,false,10000,479328,456277,false,10000,526416,491241,false,10000,491339,456303,false,10000,512090,477058,
test/ABC265/A/WA/34323068.c,false,10000,281730,280636,false,10000,346563,323483,false,10000,378020,343557,false,10000,391690,357453,false,10000,382896,349038,
test/ABC265/A/WA/34324060.c,false,10000,74530,74025,true,2445,70917,48364,false,10000,194250,162602,false,10000,171247,139650,false,10000,177444,145672,
test/ABC265/A/WA/34324461.c,false,10000,56225,55699,false,10000,199129,176324,false,10000,213872,181537,false,10000,209542,177525,false,10000,220562,188242,
test/ABC265/A/WA/34324668.c,false,10000,56413,55870,false,10000,189608,166887,false,10000,222557,190525,false,10000,208209,176338,false,10000,220198,188450,
test/ABC265/A/WA/34324821.c,false,10000,57593,57040,false,10000,212051,189118,false,10000,228919,196550,false,10000,220248,188050,false,10000,231475,199143,
test/ABC265/A/WA/34324881.c,false,10000,64572,64026,false,10000,211405,188778,false,10000,229961,197910,false,10000,210944,178761,false,10000,231821,200020,
test/ABC265/A/WA/34324923.c,false,10000,74787,74223,false,10000,211786,189108,false,10000,230217,198219,false,10000,229250,197148,false,10000,215350,183171,
test/ABC265/A/WA/34324968.c,false,10000,74189,73621,false,10000,204491,181571,false,10000,228550,196638,false,10000,221071,189129,false,10000,227960,195695,
test/ABC265/A/WA/34324988.c,false,10000,68413,67904,false,10000,209531,186722,false,10000,230875,198668,false,10000,210198,177860,false,10000,227354,195505,
test/ABC265/A/WA/34325193.c,false,10000,73603,73079,false,10000,208767,185949,false,10000,221685,189925,false,10000,219038,187054,false,10000,224740,192744,
test/ABC265/A/WA/34335251.c,false,10000,75867,75326,false,10000,178087,155397,false,10000,220469,188680,false,10000,196120,164141,false,10000,216862,184782,
test/ABC265/A/WA/34338524.c,false,10000,59525,59021,false,10000,166387,143747,false,10000,182492,150711,false,10000,179471,147822,false,10000,197349,165380,
test/ABC265/A/WA/34339354.c,false,10000,233255,232126,false,10000,343004,320020,false,10000,362235,327079,false,10000,365558,330063,false,10000,361840,326693,
test/ABC265/A/WA/34357787.c,
test/ABC265/A/WA/34357791.c,
test/ABC265/A/WA/34357806.c,
test/ABC265/A/WA/34360665.c,false,10000,369496,368328,false,10000,443820,420456,false,10000,466546,431577,false,10000,462184,427127,false,10000,468503,433732,
test/ABC265/A/WA/34364599.c,false,10000,315159,314469,false,10000,366312,343373,false,10000,405350,371980,false,10000,375611,342036,false,10000,401228,367653,
test/ABC265/A/WA/34388240.c,false,10000,66615,66081,false,10000,193782,170636,false,10000,218775,186418,false,10000,215964,183963,false,10000,213693,181367,
test/ABC265/A/WA/34458445.c,false,10000,67564,67076,false,10000,201172,178365,false,10000,215433,183263,false,10000,194073,161854,false,10000,206547,174439,
test/ABC265/A/WA/34466851.c,false,10000,76044,75500,false,10000,206104,183209,false,10000,203123,171134,false,10000,212852,180743,false,10000,210048,177990,
test/ABC265/A/WA/34508308.c,false,10000,68285,67757,false,10000,191628,168977,false,10000,197725,165682,false,10000,192206,160264,false,10000,218546,186367,
test/ABC265/A/WA/34521692.c,false,10000,67231,66703,false,10000,193864,170949,false,10000,214198,182437,false,10000,201703,170018,false,10000,219545,188102,
test/ABC265/A/WA/34521845.c,false,10000,60987,60437,false,10000,181653,159110,false,10000,209301,177361,false,10000,195515,163423,false,10000,205785,174205,
test/ABC265/A/WA/34521860.c,false,10000,58825,58342,false,10000,179743,157024,false,10000,206441,174409,false,10000,191706,160194,false,10000,205845,174123,
test/ABC265/A/WA/34521941.c,false,10000,59187,58655,false,10000,175876,153079,false,10000,204326,172220,false,10000,200009,167927,false,10000,207490,175806,
test/ABC265/A/WA/34528027.c,false,10000,199438,198864,false,10000,264176,241365,false,10000,285413,252887,false,10000,280929,248178,false,10000,282984,250509,
test/ABC265/A/WA/34634924.c,false,10000,169583,168935,false,10000,336786,314104,false,10000,360853,327433,false,10000,359330,325796,false,10000,362378,329288,
test/ABC265/A/WA/34720117.c,false,10000,485256,483395,false,10000,726704,702785,false,10000,730904,698035,false,10000,726960,694149,false,10000,744057,711140,
test/ABC265/A/WA/34720434.c,false,10000,472639,470720,false,10000,705596,682348,false,10000,721596,688649,false,10000,716889,684031,false,10000,720401,687602,
test/ABC265/A/WA/34845370.c,false,10000,64668,64142,false,10000,199004,176183,false,10000,211803,179930,false,10000,212278,179993,false,10000,218052,186128,
test/ABC265/A/WA/34866071.c,
test/ABC265/A/WA/34878551.c,false,10000,125677,124719,false,10000,436543,413574,false,10000,464007,429003,false,10000,459911,424864,false,10000,467310,431971,
test/ABC265/A/WA/35027644.c,false,10000,68785,68245,false,10000,193308,170509,false,10000,211258,179119,false,10000,208590,176657,false,10000,215418,183383,
test/ABC265/A/WA/35186597.c,false,10000,69235,68728,false,10000,183747,160957,false,10000,202426,170735,false,10000,198155,166246,false,10000,183292,151844,
test/ABC265/A/WA/35186650.c,false,10000,69205,68661,false,10000,161280,138650,false,10000,195017,163095,false,10000,188318,156519,false,10000,202479,170801,
test/ABC265/A/WA/35403577.c,false,10000,76477,75973,false,10000,171437,148651,false,10000,165751,134462,false,10000,193434,161787,false,10000,168434,136748,
test/ABC265/A/WA/35403587.c,false,10000,76706,76198,false,10000,175454,152679,false,10000,180862,149362,false,10000,181712,149932,false,10000,183204,151608,
test/ABC265/A/WA/35403674.c,false,10000,184908,182023,false,10000,2533403,2509653,false,10000,2574403,2529648,false,10000,2610018,2564944,false,10000,2571657,2526798,
test/ABC265/A/WA/35414151.c,false,10000,76769,76266,false,10000,161471,138883,false,10000,175155,143426,false,10000,169125,137834,false,10000,182554,150929,
test/ABC265/A/WA/35416554.c,false,10000,78070,77533,false,10000,180804,158110,false,10000,210948,178885,false,10000,207610,175685,false,10000,212449,180824,
test/ABC265/A/WA/35417297.c,false,10000,78179,77621,false,10000,183258,160473,false,10000,217434,185540,false,10000,196413,164115,false,10000,206789,174788,
test/ABC266/A/WA/34369922.c,
test/ABC266/A/WA/34371068.c,false,10000,55386,54843,true,1732,44740,22136,true,2077,56353,25233,true,279,47342,16074,true,1632,52829,21497,
test/ABC266/A/WA/34371689.c,false,10000,112904,111030,false,10000,193420,169959,false,10000,237861,205478,false,10000,200192,167847,false,10000,247349,215180,
test/ABC266/A/WA/34374151.c,false,10000,81518,80373,false,10000,152874,129964,false,10000,186652,154772,false,10000,167361,135449,
test/ABC266/A/WA/34375113.c,false,10000,56336,55676,true,1394,44689,21947,false,10000,99803,68399,true,5057,75316,43942,false,10000,99803,68489,
test/ABC266/A/WA/34379530.c,false,10000,63542,62883,true,469,45602,23027,false,10000,149438,118360,true,1847,62318,31050,false,10000,149609,118413,
test/ABC266/A/WA/34380529.c,
test/ABC266/A/WA/34380681.c,false,10000,67913,67295,true,1000,41774,19010,false,10000,99363,67948,true,1198,51979,20618,false,10000,100127,68528,
test/ABC266/A/WA/34382806.c,false,10000,59536,58854,false,10000,119839,96992,false,10000,127417,95652,false,10000,130890,99012,
test/ABC266/A/WA/34386025.c,false,10000,169123,168470,false,10000,211390,188786,false,10000,248488,216387,false,10000,236024,204148,false,10000,264778,232975,
test/ABC266/A/WA/34386242.c,false,10000,165280,164583,false,10000,205996,183029,false,10000,252879,221001,false,10000,227020,195299,false,10000,254001,222387,
test/ABC266/A/WA/34387647.c,false,10000,177021,176506,false,10000,150930,128134,false,10000,178582,147220,false,10000,162670,131150,false,10000,181121,149525,
test/ABC266/A/WA/34388092.c,false,10000,128243,127722,true,992,56592,33731,false,10000,163633,132182,true,284,61940,30266,false,10000,169905,138166,
test/ABC266/A/WA/34388373.c,false,10000,143595,143074,false,10000,202196,179338,true,5726,156340,124480,false,10000,206943,175275,false,10000,224218,192755,
test/ABC266/A/WA/34388574.c,false,10000,124234,123719,true,5177,99454,76601,false,10000,173412,141560,true,46,57213,25887,false,10000,169391,137900,
test/ABC266/A/WA/34388660.c,false,10000,146909,146381,false,10000,209246,186603,false,10000,225636,194050,false,10000,212808,181264,false,10000,223916,192275,
test/ABC266/A/WA/34388746.c,false,10000,124433,123927,false,10000,142216,119329,false,10000,166938,134535,false,10000,146892,115055,false,10000,168848,137174,
test/ABC266/A/WA/34389174.c,false,10000,178680,178161,true,9109,140259,117450,false,10000,181719,150087,false,10000,156785,125425,false,10000,178504,146684,
test/ABC266/A/WA/34389882.c,false,10000,178704,178189,false,10000,141040,118342,false,10000,183700,152007,false,10000,164847,133037,false,10000,181696,149887,
test/ABC266/A/WA/34395922.c,false,10000,92822,90817,false,10000,644124,620870,false,10000,706103,672212,false,10000,662629,628919,false,10000,699339,665691,
test/ABC266/A/WA/34398934.c,false,10000,92916,91594,false,10000,238029,214879,false,10000,270291,237217,false,10000,243941,210448,false,10000,280305,247004,
test/ABC266/A/WA/34400199.c,false,10000,87559,86420,false,10000,187731,164752,false,10000,196634,164591,false,10000,197901,165676,false,10000,197826,165612,
test/ABC266/A/WA/34400376.c,true,32,37576,36908,true,33,83593,60799,true,33,94245,62355,true,32,98218,65948,true,35,97492,65457,
test/ABC266/A/WA/34410301.c,false,10000,48771,48088,false,10000,180723,158018,false,10000,198313,166362,false,10000,183888,152068,false,10000,202216,170425,
test/ABC266/A/WA/34419742.c,false,10000,111689,109735,false,10000,425693,402210,false,10000,489419,456205,false,10000,447268,414204,false,10000,493444,460758,
test/ABC266/A/WA/34439247.c,false,10000,50623,50141,false,10000,119888,97306,false,10000,138110,106573,false,10000,128348,97273,false,10000,127063,95736,
test/ABC266/A/WA/34439326.c,false,10000,45853,45366,false,10000,119131,96600,false,10000,139921,108259,false,10000,122188,90679,false,10000,135957,104507,
test/ABC266/A/WA/34439387.c,false,10000,55449,54968,false,10000,118822,95918,false,10000,133578,102285,false,10000,147036,115437,
test/ABC266/A/WA/34439394.c,false,10000,53890,53399,false,10000,118257,95692,false,10000,134982,103431,false,10000,122018,90506,false,10000,135366,104131,
test/ABC266/A/WA/34440081.c,false,10000,90686,89952,false,10000,220462,197585,false,10000,252285,220014,false,10000,239713,207374,false,10000,252974,220443,
test/ABC266/A/WA/34440323.c,false,10000,47468,46807,false,10000,130796,107879,false,10000,151160,119665,false,10000,138423,106997,false,10000,147475,116194,
test/ABC266/A/WA/34478981.c,false,10000,56302,55786,false,10000,134836,112017,false,10000,150024,118274,false,10000,147777,116262,false,10000,152325,120728,
test/ABC266/A/WA/34502158.c,false,10000,20787,20316,false,10000,76346,53548,false,10000,96989,65490,false,10000,86832,55583,false,10000,99745,68126,
test/ABC266/A/WA/34502181.c,false,10000,27355,26695,false,10000,77783,54870,false,10000,104726,73129,false,10000,84808,53424,false,10000,105967,74854,
test/ABC266/A/WA/34502199.c,false,10000,66942,66285,true,705,46773,23989,true,563,55754,24179,true,387,50659,19109,true,3944,90122,58535,
test/ABC266/A/WA/34502233.c,false,10000,67180,66525,true,653,45820,23137,true,628,56237,24814,true,65,49565,18057,true,103,53605,22413,
test/ABC266/A/WA/34515128.c,false,10000,142364,141805,true,8076,193264,170702,false,10000,231131,199208,false,10000,230166,198256,false,10000,233127,201182,
test/ABC266/A/WA/34520112.c,false,10000,60934,60258,false,10000,120198,97150,false,10000,153738,122422,false,10000,138872,107300,false,10000,145829,114161,
test/ABC266/A/WA/34520157.c,false,10000,60529,59876,false,10000,132076,109405,false,10000,147652,116253,false,10000,138009,106414,false,10000,150025,118156,
test/ABC266/A/WA/34520176.c,false,10000,49913,49262,false,10000,115756,92950,false,10000,142967,111244,false,10000,130930,99486,false,10000,156662,125143,
test/ABC266/A/WA/34520508.c,false,10000,66590,65922,false,10000,124561,101613,false,10000,149640,117913,false,10000,128526,96783,false,10000,139804,108320,
test/ABC266/A/WA/34520525.c,false,10000,53063,52412,false,10000,123675,100820,false,10000,129037,97559,false,10000,121543,90370,false,10000,126881,95493,
test/ABC266/A/WA/34520595.c,false,10000,52829,52170,false,10000,117579,94914,false,10000,125350,93809,false,10000,130673,99188,false,10000,130811,99191,
test/ABC266/A/WA/34520659.c,false,10000,66954,66301,false,10000,123170,100308,false,10000,129432,97832,false,10000,135394,103898,false,10000,133483,101937,
test/ABC266/A/WA/34520813.c,false,10000,50357,49695,false,10000,112725,89885,false,10000,129553,98126,false,10000,132960,101530,false,10000,131991,100499,
test/ABC266/A/WA/34520821.c,false,10000,59249,58595,false,10000,128329,105503,false,10000,127409,96067,false,10000,120857,89289,false,10000,125427,94173,
test/ABC266/A/WA/34683285.c,false,10000,53028,52367,false,10000,126990,103830,false,10000,121132,89282,false,10000,117674,85793,false,10000,121220,89492,
test/ABC266/A/WA/34698253.c,false,10000,62561,61902,false,10000,126939,104362,false,10000,133842,102507,false,10000,137703,106368,false,10000,137816,106519,
test/ABC266/A/WA/34884476.c,false,10000,154901,154415,false,10000,225228,202543,false,10000,240707,209378,true,7179,192540,160712,false,10000,253753,221985,
test/ABC266/A/WA/34884528.c,false,10000,201016,200505,true,6586,172348,149652,false,10000,247961,215865,false,10000,236615,204719,false,10000,249905,217990,
test/ABC266/A/WA/35174802.c,
test/ABC266/A/WA/35327372.c,false,10000,67118,66202,false,10000,209227,186261,false,10000,229254,197218,false,10000,220714,188412,false,10000,236853,204598,
test/ABC266/A/WA/35327392.c,false,10000,86295,85308,false,10000,213709,190768,false,10000,250874,218583,false,10000,227038,194508,false,10000,245968,213703,
test/ABC266/A/WA/35327436.c,false,10000,96078,95064,true,6832,176661,153732,false,10000,251622,219538,false,10000,228734,196454,false,10000,248584,216286,
test/ABC266/A/WA/35327968.c,false,10000,25503,24537,false,10000,146452,123610,false,10000,184567,152627,false,10000,159220,127247,false,10000,184889,152795,
test/ABC266/A/WA/35328111.c,false,10000,56272,55330,false,10000,108594,85914,false,10000,100717,69490,false,10000,105802,73892,false,10000,104999,73139,
test/ABC266/A/WA/35463393.c,false,10000,21299,20837,false,10000,65749,43222,false,10000,73383,42402,false,10000,74496,43153,false,10000,72975,41841,
test/ABC266/A/WA/35463434.c,false,10000,17970,17487,false,10000,72960,50351,false,10000,103335,71542,false,10000,82408,50933,false,10000,102032,70515,
test/ABC266/A/WA/35463762.c,false,10000,52214,51722,true,4685,95920,73306,false,10000,182786,151437,true,2118,79337,47835,false,10000,184159,152309,
test/ABC266/A/WA/35464024.c,false,10000,109468,108959,false,10000,162018,139461,false,10000,205877,174679,false,10000,186244,154797,false,10000,205616,174246,
test/ABC266/A/WA/35464196.c,false,10000,43218,42735,false,10000,117511,94727,false,10000,95235,63657,false,10000,97227,65778,false,10000,93787,62354,
test/ABC266/A/WA/35577366.c,
test/ABC267/A/WA/34535477.c,true,34,22920,22368,true,32,101940,79139,true,35,112222,79651,true,32,112295,79855,true,34,112600,79847,
test/ABC267/A/WA/34535679.c,false,10000,45925,45196,true,1961,149255,126717,true,3350,165375,133181,true,2844,164247,132159,true,535,152353,119628,
test/ABC267/A/WA/34536872.c,false,10000,56783,56248,false,10000,166760,144106,false,10000,174610,142830,false,10000,176126,143706,false,10000,173542,141532,
test/ABC267/A/WA/34537880.c,false,10000,56840,56249,true,3537,139869,117185,true,856,135229,103364,true,266,134727,102629,true,1107,137376,105744,
test/ABC267/A/WA/34538734.c,false,10000,63282,62719,false,10000,212034,189250,false,10000,233445,201470,false,10000,227284,195198,false,10000,227108,194811,
test/ABC267/A/WA/34538918.c,false,10000,50456,49898,false,10000,210094,187303,false,10000,210412,178594,false,10000,232596,200581,false,10000,215770,183714,
test/ABC267/A/WA/34538945.c,false,10000,159249,157727,false,10000,529415,506231,true,901,470185,436894,true,1093,470785,437702,true,1917,485458,452235,
test/ABC267/A/WA/34539362.c,false,10000,50583,50039,false,10000,216095,193271,false,10000,218629,186432,false,10000,228221,196651,false,10000,244222,212285,
test/ABC267/A/WA/34540470.c,false,10000,76892,76127,true,302,154355,131635,true,3228,179247,146575,true,443,164783,132326,true,960,166639,134108,
test/ABC267/A/WA/34541240.c,false,10000,51393,50829,false,10000,213881,191066,false,10000,219041,187230,false,10000,216155,184042,false,10000,207434,175260,
test/ABC267/A/WA/34541282.c,false,10000,77129,76372,true,477,155678,132897,true,2642,175462,143147,true,492,166256,133694,true,67,162880,130463,
test/ABC267/A/WA/34541438.c,false,10000,50845,50277,true,544,97850,75153,true,280,104368,72216,true,708,108012,75993,true,597,106170,74068,
test/ABC267/A/WA/34541879.c,false,10000,104769,104074,false,10000,167001,144267,true,2274,97936,65963,true,50,66760,34675,false,10000,192800,160745,
test/ABC267/A/WA/34542281.c,false,10000,50902,50344,false,10000,221213,198335,false,10000,210112,178062,false,10000,229162,197153,false,10000,210428,178173,
test/ABC267/A/WA/34542834.c,false,10000,82472,81308,true,778,248960,225927,true,289,256519,224300,true,304,256300,224000,true,211,256664,224316,
test/ABC267/A/WA/34543100.c,true,32,23616,22962,true,37,153270,130743,true,34,163059,130551,true,33,163155,130808,true,37,164894,132508,
test/ABC267/A/WA/34543513.c,false,10000,79486,78725,false,10000,243972,221375,true,722,185209,152569,true,697,184011,151683,true,4491,211573,178603,
test/ABC267/A/WA/34543581.c,true,36,23948,23283,true,32,153765,131097,true,34,163040,130703,true,34,162925,130704,true,33,163268,130957,
test/ABC267/A/WA/34543942.c,true,35,23697,23034,true,33,150754,127954,true,32,161587,128973,true,33,160624,128282,true,33,161019,128531,
