target,threshold,is_repaired,used_function_name,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time,tag
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC271/A/AC/35287560.c::main,2446,104217,22195,8746,73059,0
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC265/A/AC/34204296.c::main,710,78065,22389,8347,47169,0
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC268/A/AC/34744115.c::main,53,74166,22488,8804,42702,0
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC271/A/AC/35287560.c::main,164,75261,22138,8423,44570,0
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC271/A/AC/35284976.c::main,1954,94947,22389,8444,63947,0
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC271/A/AC/35284976.c::main,10000,179994,22226,7870,149648,0
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35115224.c::main,10000,180581,22183,7981,150141,0
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC268/A/AC/34756292.c::main,10000,177763,22507,7964,147017,0
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC265/A/AC/34229857.c::main,10000,178869,22082,8267,148252,0
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC271/A/AC/35285498.c::main,10000,175397,22215,7913,145004,0
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC271/A/AC/35284076.c::main,10000,178036,22097,8105,147598,0
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC269/A/AC/35045734.c::main,10000,178495,22388,8358,147463,0
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC267/A/AC/35034220.c::main,10000,175915,22480,8115,145046,0
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC271/A/AC/35285498.c::main,10000,185042,22318,8080,154395,0
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC270/A/AC/35169825.c::main,10000,184196,22283,8125,153588,0
test/ABC265/A/WA/34222363.c,0.1,false,test/ABC265/A/AC/34201724.c::main,10000,202391,22708,8508,170932,0
test/ABC265/A/WA/34222363.c,0.1,false,test/ABC268/A/AC/34739485.c::main,10000,197248,22200,8410,166338,0
test/ABC265/A/WA/34222363.c,0.1,false,test/ABC265/A/AC/34495353.c::main,10000,206995,22509,8655,175600,0
test/ABC265/A/WA/34222363.c,0.1,false,test/ABC266/A/AC/34706274.c::main,10000,201866,22186,8320,171085,0
test/ABC265/A/WA/34222363.c,0.1,false,test/ABC269/A/AC/35063630.c::main,10000,212966,21995,8465,182217,0
test/ABC265/A/WA/34231867.c,0.1,false,test/ABC268/A/AC/34770450.c::main,10000,290142,22652,8628,258462,0
test/ABC265/A/WA/34231867.c,0.1,false,test/ABC270/A/AC/35385451.c::main,10000,275455,22553,8905,243697,0
test/ABC265/A/WA/34231867.c,0.1,false,test/ABC267/A/AC/34537724.c::main,10000,277898,22163,8943,246461,0
test/ABC265/A/WA/34231867.c,0.1,false,test/ABC265/A/AC/34275800.c::main,10000,288588,22260,8723,257351,0
test/ABC265/A/WA/34231867.c,0.1,false,test/ABC270/A/AC/35092313.c::main,10000,280774,22292,8779,249347,0
test/ABC265/A/WA/34240301.c,0.1,false,test/ABC268/A/AC/34770450.c::main,10000,192877,22666,8499,161432,0
test/ABC265/A/WA/34240301.c,0.1,false,test/ABC270/A/AC/35399213.c::main,10000,188248,22420,8555,157009,0
test/ABC265/A/WA/34240301.c,0.1,false,test/ABC269/A/AC/35063683.c::main,10000,197395,22331,8685,166117,0
test/ABC265/A/WA/34240301.c,0.1,false,test/ABC270/A/AC/35115224.c::main,10000,201546,22232,8589,170439,0
test/ABC265/A/WA/34240301.c,0.1,false,test/ABC268/A/AC/34733942.c::main,10000,201198,22340,8753,169835,0
test/ABC265/A/WA/34244947.c,0.1,false,test/ABC268/A/AC/34737507.c::main,10000,253237,22370,8739,221807,0
test/ABC265/A/WA/34244947.c,0.1,false,test/ABC270/A/AC/35115224.c::sort_dic,10000,258417,22082,8454,227586,0
test/ABC265/A/WA/34244947.c,0.1,false,test/ABC270/A/AC/35145227.c::main,10000,269150,22162,8214,238488,0
test/ABC265/A/WA/34244947.c,0.1,false,test/ABC268/A/AC/34742787.c::main,10000,266030,22279,8665,234814,0
test/ABC265/A/WA/34244947.c,0.1,false,test/ABC265/A/AC/34653579.c::main,10000,260445,22518,8454,229135,0
test/ABC265/A/WA/34283462.c,0.1,false,test/ABC271/A/AC/35284076.c::main,10000,202908,22482,8644,171531,0
test/ABC265/A/WA/34283462.c,0.1,false,test/ABC265/A/AC/34200822.c::main,10000,196592,21799,8314,166222,0
test/ABC265/A/WA/34283462.c,0.1,false,test/ABC271/A/AC/35284976.c::main,10000,190075,22380,8491,158926,0
test/ABC265/A/WA/34283462.c,0.1,false,test/ABC271/A/AC/35285498.c::main,10000,198584,22623,8424,167266,0
test/ABC265/A/WA/34283462.c,0.1,false,test/ABC271/A/AC/35287560.c::main,10000,202554,22199,8594,171511,0
test/ABC265/A/WA/34291691.c,0.1,false,test/ABC270/A/AC/35385451.c::main,10000,183710,22191,8092,153150,0
test/ABC265/A/WA/34291691.c,0.1,false,test/ABC265/A/AC/34206803.c::main,10000,165624,22437,8278,134639,0
test/ABC265/A/WA/34291691.c,0.1,false,test/ABC270/A/AC/35245447.c::main,10000,177714,22549,8234,146674,0
test/ABC265/A/WA/34291691.c,0.1,false,test/ABC269/A/AC/35001199.c::main,10000,194519,22116,8289,163865,0
test/ABC265/A/WA/34291691.c,0.1,false,test/ABC271/A/AC/35399034.c::main,10000,193455,22395,8260,162532,0
test/ABC265/A/WA/34292112.c,0.1,true,test/ABC269/A/AC/34922561.c::main,230,67905,22092,8316,37319,0
test/ABC265/A/WA/34292112.c,0.1,true,test/ABC265/A/AC/34252201.c::main,6614,161933,22138,8227,131373,0
test/ABC265/A/WA/34292112.c,0.1,true,test/ABC265/A/AC/34468281.c::main,848,75019,22411,8466,43941,0
test/ABC265/A/WA/34292112.c,0.1,true,test/ABC270/A/AC/35093194.c::main,6312,149295,22193,8287,118595,0
test/ABC265/A/WA/34292112.c,0.1,true,test/ABC270/A/AC/35197713.c::main,600,76139,21805,8572,45608,0
test/ABC265/A/WA/34845370.c,0.1,false,test/ABC270/A/AC/35390933.c::main,10000,221822,22089,8566,190874,0
test/ABC265/A/WA/34845370.c,0.1,false,test/ABC268/A/AC/34739904.c::main,10000,214259,22163,8290,183595,0
test/ABC265/A/WA/34845370.c,0.1,false,test/ABC268/A/AC/34749548.c::main,10000,215200,21867,8360,184740,0
test/ABC265/A/WA/34845370.c,0.1,false,test/ABC265/A/AC/34204967.c::main,10000,208197,22137,8363,177417,0
test/ABC265/A/WA/34845370.c,0.1,false,test/ABC272/A/AC/35486133.c::main,10000,209109,22529,8487,177842,0
test/ABC265/A/WA/35416554.c,0.1,false,test/ABC265/A/AC/35261378.c::main,10000,207064,22350,8453,175948,0
test/ABC265/A/WA/35416554.c,0.1,false,test/ABC271/A/AC/35458089.c::main,10000,196624,22320,8173,165827,0
test/ABC265/A/WA/35416554.c,0.1,false,test/ABC265/A/AC/34207074.c::main,10000,198335,22347,8189,167575,0
test/ABC265/A/WA/35416554.c,0.1,false,test/ABC270/A/AC/35094196.c::output_array,10000,192096,21947,8284,161636,0
test/ABC265/A/WA/35416554.c,0.1,false,test/ABC270/A/AC/35115224.c::main,10000,200597,22284,8338,169737,0
test/ABC266/A/WA/34387647.c,0.1,false,test/ABC266/A/AC/34474672.c::main,10000,149466,22539,8288,118438,0
test/ABC266/A/WA/34387647.c,0.1,true,test/ABC266/A/AC/34959841.c::main,3965,91397,22460,8384,60410,0
test/ABC266/A/WA/34387647.c,0.1,false,test/ABC266/A/AC/34388779.c::main,10000,146966,22065,8328,116371,0
test/ABC266/A/WA/34387647.c,0.1,true,test/ABC266/A/AC/34479155.c::main,33,55476,21992,8494,24830,0
test/ABC266/A/WA/34387647.c,0.1,false,test/ABC267/A/AC/34535328.c::main,10000,145750,22250,8174,115110,0
test/ABC266/A/WA/34388373.c,0.1,false,test/ABC271/A/AC/35321630.c::main,10000,213975,21949,8271,183549,0
test/ABC266/A/WA/34388373.c,0.1,false,test/ABC270/A/AC/35197025.c::main,10000,217186,22188,8245,186492,0
test/ABC266/A/WA/34388373.c,0.1,false,test/ABC271/A/AC/35275300.c::main,10000,213085,22313,8260,182207,0
test/ABC266/A/WA/34388373.c,0.1,false,test/ABC272/A/AC/35475861.c::main,10000,210089,22516,8640,178676,0
test/ABC266/A/WA/34388373.c,0.1,false,test/ABC268/A/AC/35571556.c::main,10000,208815,23088,8261,177175,0
test/ABC266/A/WA/34389174.c,0.1,true,test/ABC266/A/AC/34479155.c::main,1106,68897,22035,8439,38259,0
test/ABC266/A/WA/34389174.c,0.1,true,test/ABC267/A/AC/34542531.c::main,3224,84515,22239,8234,53896,0
test/ABC266/A/WA/34389174.c,0.1,false,test/ABC267/A/AC/34535545.c::main,10000,145834,22588,8064,114912,0
test/ABC266/A/WA/34389174.c,0.1,false,test/ABC267/A/AC/34531646.c::main,10000,146252,22422,8314,115318,0
test/ABC266/A/WA/34389174.c,0.1,false,test/ABC265/A/AC/34212880.c::main,10000,146558,22116,8211,116050,0
test/ABC266/A/WA/34478981.c,0.1,false,test/ABC271/A/AC/35287201.c::main,10000,131148,22361,8660,99856,0
test/ABC266/A/WA/34478981.c,0.1,false,test/ABC270/A/AC/35380208.c::main,10000,144667,22415,8370,113689,0
test/ABC266/A/WA/34478981.c,0.1,false,test/ABC270/A/AC/35113302.c::main,10000,141142,22260,8430,110210,0
test/ABC266/A/WA/34478981.c,0.1,false,test/ABC270/A/AC/35226755.c::main,10000,152488,22776,8456,120997,0
test/ABC266/A/WA/34478981.c,0.1,false,test/ABC268/A/AC/34731948.c::main,10000,138783,22489,8481,107606,0
test/ABC266/A/WA/34515128.c,0.1,false,test/ABC266/A/AC/34374590.c::main,10000,225762,22110,8551,194871,0
test/ABC266/A/WA/34515128.c,0.1,false,test/ABC266/A/AC/34430057.c::main,10000,225454,22355,8237,194599,0
test/ABC266/A/WA/34515128.c,0.1,false,test/ABC266/A/AC/34371634.c::main,10000,216584,22416,8425,185493,0
test/ABC266/A/WA/34515128.c,0.1,false,test/ABC266/A/AC/34378821.c::main,10000,223007,22080,8493,192206,0
test/ABC266/A/WA/34515128.c,0.1,false,test/ABC270/A/AC/35099179.c::main,10000,221185,22428,8469,190024,0
test/ABC266/A/WA/34520157.c,0.1,false,test/ABC268/A/AC/35575910.c::main,10000,125099,22141,8301,94440,0
test/ABC266/A/WA/34520157.c,0.1,false,test/ABC267/A/AC/34556201.c::main,10000,127492,22096,8501,96671,0
test/ABC266/A/WA/34520157.c,0.1,false,test/ABC266/A/AC/35443158.c::main,10000,130853,22464,8525,99604,0
test/ABC266/A/WA/34520157.c,0.1,false,test/ABC266/A/AC/34374309.c::main,10000,130246,22490,8291,99267,0
