target,threshold,is_repaired,used_function_name,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time
test/ABC265/A/WA/34216199.c,0,true,test/ABC269/A/AC/34937590.c::main,67,66204,20766,7995,37334
test/ABC265/A/WA/34216199.c,0.01,true,test/ABC271/A/AC/35284076.c::main,311,74617,20722,7917,45859
test/ABC265/A/WA/34216199.c,0.02,false,test/ABC269/A/AC/34919319.c::main,1000,78966,20813,8234,49790
test/ABC265/A/WA/34216199.c,0.03,true,test/ABC271/A/AC/35420077.c::main,112,67519,20999,8535,37864
test/ABC265/A/WA/34216199.c,0.04,false,test/ABC265/A/AC/34207186.c::main,1000,78982,20732,8205,49913
test/ABC265/A/WA/34216199.c,0.05,false,test/ABC270/A/AC/35385451.c::main,1000,77499,20985,8254,48087
test/ABC265/A/WA/34216199.c,0.06,false,test/ABC270/A/AC/35110339.c::main,1000,79769,20722,8371,50446
test/ABC265/A/WA/34216199.c,0.07,false,test/ABC265/A/AC/34199870.c::main,1000,79239,20951,8351,49768
test/ABC265/A/WA/34216199.c,0.08,true,test/ABC271/A/AC/35284976.c::main,272,67795,20827,8345,38511
test/ABC265/A/WA/34216199.c,0.09,false,test/ABC270/A/AC/35197025.c::main,1000,79635,21059,8502,49938
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC270/A/AC/35252404.c::main,1000,78927,20972,8448,49365
test/ABC265/A/WA/34216199.c,0.11,false,test/ABC270/A/AC/35113302.c::main,1000,77757,20759,8415,48465
test/ABC265/A/WA/34216199.c,0.12,false,test/ABC271/A/AC/35280080.c::main,1000,80385,20920,8505,50784
test/ABC265/A/WA/34216199.c,0.13,false,test/ABC271/A/AC/35420077.c::main,1000,77371,20808,8383,48041
test/ABC265/A/WA/34216199.c,0.14,true,test/ABC269/A/AC/34921759.c::main,531,75077,20797,8304,45843
test/ABC265/A/WA/34216199.c,0.15,false,test/ABC265/A/AC/34205259.c::main,1000,79099,20985,8372,49621
test/ABC265/A/WA/34216199.c,0.16,false,test/ABC270/A/AC/35113302.c::main,1000,78787,20745,8420,49501
test/ABC265/A/WA/34216199.c,0.17,true,test/ABC269/A/AC/34924677.c::main,471,76142,20822,8530,46668
test/ABC265/A/WA/34216199.c,0.18,true,test/ABC268/A/AC/34730499.c::main,714,77564,21019,8405,48019
test/ABC265/A/WA/34216199.c,0.19,false,test/ABC272/A/AC/35471639.c::main,1000,80282,20911,8605,50647
test/ABC265/A/WA/34216199.c,0.2,false,test/ABC270/A/AC/35404864.c::main,1000,79691,21072,8433,50067
test/ABC265/A/WA/34216199.c,0.21,false,test/ABC265/A/AC/35061259.c::main,1000,79653,20903,8748,49849
test/ABC265/A/WA/34216199.c,0.22,false,test/ABC270/A/AC/35176787.c::main,1000,78725,20914,8619,49056
test/ABC265/A/WA/34216199.c,0.23,false,test/ABC265/A/AC/34229857.c::main,1000,79784,20672,8588,50373
test/ABC265/A/WA/34216199.c,0.24,false,test/ABC270/A/AC/35095739.c::main,1000,79058,21040,8604,49240
test/ABC265/A/WA/34216199.c,0.25,true,test/ABC268/A/AC/34911411.c::main,195,67691,20972,8638,37934
test/ABC265/A/WA/34216199.c,0.26,true,test/ABC268/A/AC/34726850.c::main,951,77140,20646,8573,47778
test/ABC265/A/WA/34216199.c,0.27,true,test/ABC269/A/AC/35447974.c::main,604,75785,20792,8599,46280
test/ABC265/A/WA/34216199.c,0.28,true,test/ABC270/A/AC/35105827.c::main,915,79074,20902,8806,49192
test/ABC265/A/WA/34216199.c,0.29,false,test/ABC269/A/AC/35033234.c::Merge,1000,78659,20840,8502,49203
test/ABC265/A/WA/34216199.c,0.3,false,test/ABC265/A/AC/34473706.c::main,1000,76422,20657,8576,47038
test/ABC265/A/WA/34216199.c,0.31,false,test/ABC265/A/AC/34357769.c::main,1000,79985,20772,8725,50297
test/ABC265/A/WA/34216199.c,0.32,true,test/ABC270/A/AC/35385451.c::main,542,76571,20899,8617,46894
test/ABC265/A/WA/34216199.c,0.33,false,test/ABC270/A/AC/35113302.c::main,1000,77528,20760,8732,47898
test/ABC265/A/WA/34216199.c,0.34,true,test/ABC269/A/AC/35063977.c::main,711,77193,20760,8551,47707
test/ABC265/A/WA/34216199.c,0.35,false,test/ABC270/A/AC/35129661.c::main,1000,78280,20778,8574,48797
test/ABC265/A/WA/34216199.c,0.36,false,test/ABC267/A/AC/34540415.c::main,1000,78906,20762,8652,49378
test/ABC265/A/WA/34216199.c,0.37,false,test/ABC265/A/AC/34214792.c::main,1000,79989,20888,8935,50019
test/ABC265/A/WA/34216199.c,0.38,false,test/ABC271/A/AC/35298212.c::main,1000,78959,20797,9029,48985
test/ABC265/A/WA/34216199.c,0.39,false,test/ABC269/A/AC/35045927.c::main,1000,78943,20739,8680,49405
test/ABC265/A/WA/34216199.c,0.4,true,test/ABC270/A/AC/35094196.c::output_array,549,77934,20840,8815,48129
test/ABC265/A/WA/34216199.c,0.41,false,test/ABC270/A/AC/35385451.c::main,1000,80104,20962,8990,49994
test/ABC265/A/WA/34216199.c,0.42,false,test/ABC272/A/AC/35471911.c::split_str2int,1000,79292,20949,9041,49181
test/ABC265/A/WA/34216199.c,0.43,true,test/ABC272/A/AC/35471104.c::main,483,77288,20857,8921,47388
test/ABC265/A/WA/34216199.c,0.44,false,test/ABC270/A/AC/35399213.c::main,1000,78987,20920,8734,49202
test/ABC265/A/WA/34216199.c,0.45,true,test/ABC269/A/AC/35045726.c::main,219,75724,20824,8838,45948
test/ABC265/A/WA/34216199.c,0.46,false,test/ABC270/A/AC/35399213.c::main,1000,78581,20668,8708,49088
test/ABC265/A/WA/34216199.c,0.47,false,test/ABC270/A/AC/35226755.c::main,1000,79788,20711,8752,50212
test/ABC265/A/WA/34216199.c,0.48,false,test/ABC265/A/AC/34216403.c::main,1000,79011,20946,8955,48978
test/ABC265/A/WA/34216199.c,0.49,true,test/ABC272/A/AC/35470003.c::main,410,75664,20832,8873,45846
test/ABC265/A/WA/34216199.c,0.5,false,test/ABC269/A/AC/34959048.c::main,1000,79406,20758,8843,49689
test/ABC265/A/WA/34216199.c,0.51,true,test/ABC268/A/AC/34744242.c::main,235,75150,20747,8978,45299
test/ABC265/A/WA/34216199.c,0.52,true,test/ABC270/A/AC/35385451.c::main,433,68276,20693,8830,38637
test/ABC265/A/WA/34216199.c,0.53,true,test/ABC271/A/AC/35287560.c::main,815,77875,20674,8818,48252
test/ABC265/A/WA/34216199.c,0.54,true,test/ABC272/A/AC/35477677.c::main,769,78520,20774,8820,48791
test/ABC265/A/WA/34216199.c,0.55,false,test/ABC270/A/AC/35399213.c::main,1000,79501,20872,8860,49603
test/ABC265/A/WA/34216199.c,0.56,false,test/ABC265/A/AC/34205732.c::main,1000,78717,20849,8797,48935
test/ABC265/A/WA/34216199.c,0.57,true,test/ABC271/A/AC/35284976.c::main,969,78385,20668,8971,48582
test/ABC265/A/WA/34216199.c,0.58,false,test/ABC269/A/AC/34961183.c::main,1000,79117,20966,8964,49068
test/ABC265/A/WA/34216199.c,0.59,false,test/ABC270/A/AC/35115224.c::sort_inc_ll,1000,78867,20624,8834,49292
test/ABC265/A/WA/34216199.c,0.6,false,test/ABC265/A/AC/34207074.c::main,1000,78451,20858,9183,48250
test/ABC265/A/WA/34216199.c,0.61,false,test/ABC270/A/AC/35404864.c::main,1000,79526,20803,9013,49545
test/ABC265/A/WA/34216199.c,0.62,true,test/ABC265/A/AC/34304775.c::main,277,75841,20726,8986,46003
test/ABC265/A/WA/34216199.c,0.63,false,test/ABC272/A/AC/35473898.c::main,1000,78468,20776,9022,48537
test/ABC265/A/WA/34216199.c,0.64,false,test/ABC268/A/AC/34730499.c::main,1000,79401,20863,8902,49460
test/ABC265/A/WA/34216199.c,0.65,false,test/ABC270/A/AC/35361689.c::main,1000,79476,20990,9256,49100
test/ABC265/A/WA/34216199.c,0.66,false,test/ABC270/A/AC/35176787.c::main,1000,80840,20755,8853,51091
test/ABC265/A/WA/34216199.c,0.67,false,test/ABC272/A/AC/35472120.c::main,1000,79777,20816,9065,49717
test/ABC265/A/WA/34216199.c,0.68,false,test/ABC270/A/AC/35110339.c::main,1000,79532,20966,9101,49334
test/ABC265/A/WA/34216199.c,0.69,true,test/ABC271/A/AC/35285630.c::main,437,75770,20774,8910,45978
test/ABC265/A/WA/34216199.c,0.7,true,test/ABC268/A/AC/34742101.c::main,556,77182,20895,9163,46997
test/ABC265/A/WA/34216199.c,0.71,true,test/ABC265/A/AC/34228956.c::main,725,75285,21050,8998,45078
test/ABC265/A/WA/34216199.c,0.72,false,test/ABC269/A/AC/34968063.c::main,1000,79856,20830,8981,49914
test/ABC265/A/WA/34216199.c,0.73,false,test/ABC270/A/AC/35390933.c::main,1000,79190,20796,8987,49278
test/ABC265/A/WA/34216199.c,0.74,false,test/ABC270/A/AC/35385451.c::main,1000,79838,20895,9029,49786
test/ABC265/A/WA/34216199.c,0.75,false,test/ABC265/A/AC/34216403.c::main,1000,79994,20930,9300,49643
test/ABC265/A/WA/34216199.c,0.76,true,test/ABC271/A/AC/35287560.c::main,612,75878,20575,8913,46267
test/ABC265/A/WA/34216199.c,0.77,false,test/ABC270/A/AC/35119485.c::main,1000,79128,20851,9075,49086
test/ABC265/A/WA/34216199.c,0.78,true,test/ABC272/A/AC/35515939.c::main,196,75030,20855,9080,44977
test/ABC265/A/WA/34216199.c,0.79,false,test/ABC270/A/AC/35197025.c::main,1000,79611,20786,9036,49642
test/ABC265/A/WA/34216199.c,0.8,false,test/ABC265/A/AC/34283505.c::main,1000,79779,20771,9314,49511
test/ABC265/A/WA/34216199.c,0.81,false,test/ABC265/A/AC/34216403.c::main,1000,78470,20661,9020,48656
test/ABC265/A/WA/34216199.c,0.82,false,test/ABC270/A/AC/35112898.c::main,1000,77413,20664,9113,47514
test/ABC265/A/WA/34216199.c,0.83,true,test/ABC269/A/AC/35063683.c::main,997,79751,20963,9210,49448
test/ABC265/A/WA/34216199.c,0.84,true,test/ABC270/A/AC/35118193.c::main,310,75507,20769,8903,45710
test/ABC265/A/WA/34216199.c,0.85,false,test/ABC270/A/AC/35197025.c::main,1000,79624,20714,9015,49780
test/ABC265/A/WA/34216199.c,0.86,true,test/ABC265/A/AC/34207871.c::main,1000,79250,20850,9086,49163
test/ABC265/A/WA/34216199.c,0.87,true,test/ABC271/A/AC/35284976.c::main,325,76416,21314,9323,45595
test/ABC265/A/WA/34216199.c,0.88,true,test/ABC269/A/AC/34937590.c::main,867,78630,20852,9123,48537
test/ABC265/A/WA/34216199.c,0.89,true,test/ABC269/A/AC/35026465.c::main,52,73820,20927,9345,43416
test/ABC265/A/WA/34216199.c,0.9,false,test/ABC268/A/AC/35567720.c::main,1000,78582,20781,9084,48587
test/ABC265/A/WA/34216199.c,0.91,true,test/ABC269/A/AC/34924532.c::main,537,76051,20705,9046,46121
test/ABC265/A/WA/34216199.c,0.92,false,test/ABC267/A/AC/34653556.c::main,1000,79340,20952,9346,48915
test/ABC265/A/WA/34216199.c,0.93,true,test/ABC270/A/AC/35145227.c::main,934,79878,20837,9032,49829
test/ABC265/A/WA/34216199.c,0.94,false,test/ABC268/A/AC/34732686.c::main,1000,79097,20942,9200,48842
test/ABC265/A/WA/34216199.c,0.95,true,test/ABC270/A/AC/35137542.c::main,936,78545,20977,9059,48323
test/ABC265/A/WA/34216199.c,0.96,false,test/ABC270/A/AC/35145227.c::main,1000,79202,21022,9097,48970
test/ABC265/A/WA/34216199.c,0.97,false,test/ABC271/A/AC/35455259.c::main,1000,80356,20786,9205,50230
test/ABC265/A/WA/34216199.c,0.98,true,test/ABC269/A/AC/34922677.c::main,254,76082,20659,9156,46159
test/ABC265/A/WA/34216199.c,0.99,false,test/ABC265/A/AC/34199446.c::main,1000,79275,21022,9398,48705
test/ABC265/A/WA/34216199.c,1,false,test/ABC270/A/AC/35115590.c::main,1000,80883,20829,9342,50590
test/ABC265/A/WA/34216809.c,0,false,test/ABC265/A/AC/34214327.c::main,1000,47071,20641,7840,18485
test/ABC265/A/WA/34216809.c,0.01,false,test/ABC265/A/AC/34216403.c::main,1000,55511,20934,7767,26693
test/ABC265/A/WA/34216809.c,0.02,false,test/ABC270/A/AC/35118193.c::main,1000,54061,20848,7857,25244
test/ABC265/A/WA/34216809.c,0.03,false,test/ABC269/A/AC/34989066.c::main,1000,55693,21038,7909,26626
test/ABC265/A/WA/34216809.c,0.04,false,test/ABC270/A/AC/35093554.c::main,1000,54677,21075,7794,25634
test/ABC265/A/WA/34216809.c,0.05,false,test/ABC270/A/AC/35158117.c::main,1000,54818,20777,7850,26082
test/ABC265/A/WA/34216809.c,0.06,false,test/ABC269/A/AC/34966150.c::main,1000,55133,20737,7860,26402
test/ABC265/A/WA/34216809.c,0.07,false,test/ABC268/A/AC/35061552.c::main,1000,55552,20655,7811,26969
test/ABC265/A/WA/34216809.c,0.08,false,test/ABC270/A/AC/35154570.c::main,1000,55789,21130,7972,26558
test/ABC265/A/WA/34216809.c,0.09,false,test/ABC269/A/AC/35085627.c::main,1000,54871,20863,8079,25761
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35184446.c::main,1000,56622,21056,7910,27481
test/ABC265/A/WA/34216809.c,0.11,false,test/ABC267/A/AC/34531646.c::main,1000,53583,20987,8186,24288
test/ABC265/A/WA/34216809.c,0.12,false,test/ABC269/A/AC/34922982.c::main,1000,52615,20817,7906,23776
test/ABC265/A/WA/34216809.c,0.13,false,test/ABC270/A/AC/35115224.c::main,1000,54406,20875,7887,25524
test/ABC265/A/WA/34216809.c,0.14,false,test/ABC272/A/AC/35483537.c::main,1000,55302,21002,8130,26048
test/ABC265/A/WA/34216809.c,0.15,false,test/ABC272/A/AC/35513821.c::main,1000,54261,20849,7980,25309
test/ABC265/A/WA/34216809.c,0.16,false,test/ABC270/A/AC/35184446.c::main,1000,57209,21064,7980,28040
test/ABC265/A/WA/34216809.c,0.17,false,test/ABC270/A/AC/35097535.c::main,1000,55435,20567,7996,26698
test/ABC265/A/WA/34216809.c,0.18,false,test/ABC271/A/AC/35287560.c::main,1000,54817,20984,7795,25930
test/ABC265/A/WA/34216809.c,0.19,false,test/ABC267/A/AC/34554996.c::main,1000,55936,20982,8401,26438
test/ABC265/A/WA/34216809.c,0.2,false,test/ABC265/A/AC/34589583.c::main,1000,54890,20689,8288,25798
test/ABC265/A/WA/34216809.c,0.21,false,test/ABC271/A/AC/35277402.c::main,1000,52893,20918,8140,23713
test/ABC265/A/WA/34216809.c,0.22,false,test/ABC265/A/AC/34884076.c::main,1000,53700,20690,8138,24759
test/ABC265/A/WA/34216809.c,0.23,false,test/ABC271/A/AC/35277402.c::main,1000,53916,20685,8314,24809
test/ABC265/A/WA/34216809.c,0.24,false,test/ABC265/A/AC/35026302.c::main,1000,53494,21079,8287,24016
test/ABC265/A/WA/34216809.c,0.25,false,test/ABC271/A/AC/35575331.c::main,1000,53332,20809,8351,24063
test/ABC265/A/WA/34216809.c,0.26,false,test/ABC270/A/AC/35119733.c::main,1000,54490,20833,8325,25225
test/ABC265/A/WA/34216809.c,0.27,false,test/ABC272/A/AC/35474083.c::main,1000,53820,21066,8375,24261
test/ABC265/A/WA/34216809.c,0.28,false,test/ABC267/A/AC/34586250.c::main,1000,54545,20854,8588,24982
test/ABC265/A/WA/34216809.c,0.29,false,test/ABC270/A/AC/35122315.c::main,1000,55234,20784,8402,25935
test/ABC265/A/WA/34216809.c,0.3,false,test/ABC266/A/AC/34791725.c::main,1000,58227,20875,8414,28823
test/ABC265/A/WA/34216809.c,0.31,false,test/ABC265/A/AC/34214327.c::main,1000,53208,20985,8284,23807
test/ABC265/A/WA/34216809.c,0.32,false,test/ABC268/A/AC/35212286.c::main,1000,55081,20919,8423,25621
test/ABC265/A/WA/34216809.c,0.33,false,test/ABC268/A/AC/34826140.c::main,1000,56541,20788,8531,27100
test/ABC265/A/WA/34216809.c,0.34,false,test/ABC271/A/AC/35282885.c::main,1000,56152,20846,8494,26651
test/ABC265/A/WA/34216809.c,0.35,false,test/ABC269/A/AC/35063438.c::main,1000,53992,20809,8408,24661
test/ABC265/A/WA/34216809.c,0.36,false,test/ABC268/A/AC/34737629.c::main,1000,51669,20731,8312,22513
test/ABC265/A/WA/34216809.c,0.37,false,test/ABC265/A/AC/35061259.c::main,1000,53023,20766,8564,23572
test/ABC265/A/WA/34216809.c,0.38,false,test/ABC269/A/AC/34922561.c::main,1000,53062,20956,8465,23520
test/ABC265/A/WA/34216809.c,0.39,false,test/ABC271/A/AC/35288179.c::main,1000,56102,20834,8597,26494
test/ABC265/A/WA/34216809.c,0.4,false,test/ABC272/A/AC/35575298.c::main,1000,53231,20928,8488,23698
test/ABC265/A/WA/34216809.c,0.41,false,test/ABC266/A/AC/35370793.c::main,1000,55912,20799,8758,26225
test/ABC265/A/WA/34216809.c,0.42,false,test/ABC268/A/AC/35061552.c::main,1000,54999,21126,8794,24954
test/ABC265/A/WA/34216809.c,0.43,false,test/ABC272/A/AC/35471639.c::main,1000,54682,20965,8756,24840
test/ABC265/A/WA/34216809.c,0.44,false,test/ABC271/A/AC/35288179.c::main,1000,56319,20873,8508,26828
test/ABC265/A/WA/34216809.c,0.45,false,test/ABC270/A/AC/35097513.c::main,1000,54564,20986,8654,24772
test/ABC265/A/WA/34216809.c,0.46,false,test/ABC270/A/AC/35119485.c::main,1000,55935,20748,8632,26443
test/ABC265/A/WA/34216809.c,0.47,false,test/ABC265/A/AC/34200822.c::main,1000,55691,20836,8613,26082
test/ABC265/A/WA/34216809.c,0.48,false,test/ABC270/A/AC/35245447.c::main,1000,56214,20995,8846,26245
test/ABC265/A/WA/34216809.c,0.49,false,test/ABC265/A/AC/34201764.c::main,1000,55322,20800,8625,25782
test/ABC265/A/WA/34216809.c,0.5,false,test/ABC272/A/AC/35470004.c::main,1000,54512,20613,8657,25128
test/ABC265/A/WA/34216809.c,0.51,false,test/ABC271/A/AC/35284076.c::main,1000,55551,20782,8807,25851
test/ABC265/A/WA/34216809.c,0.52,false,test/ABC270/A/AC/35385451.c::main,1000,55524,20856,8712,25836
test/ABC265/A/WA/34216809.c,0.53,false,test/ABC265/A/AC/34201724.c::main,1000,55283,20995,8690,25442
test/ABC265/A/WA/34216809.c,0.54,false,test/ABC272/A/AC/35470146.c::main,1000,55893,20841,8725,26213
test/ABC265/A/WA/34216809.c,0.55,false,test/ABC269/A/AC/34966150.c::main,1000,55239,21004,8834,25275
test/ABC265/A/WA/34216809.c,0.56,false,test/ABC265/A/AC/34959503.c::main,1000,55490,20936,8525,25906
test/ABC265/A/WA/34216809.c,0.57,false,test/ABC270/A/AC/35145227.c::main,1000,55606,20856,8711,25920
test/ABC265/A/WA/34216809.c,0.58,false,test/ABC267/A/AC/34535328.c::main,1000,56059,21231,8858,25864
test/ABC265/A/WA/34216809.c,0.59,false,test/ABC269/A/AC/35053664.c::main,1000,56786,20950,8948,26764
test/ABC265/A/WA/34216809.c,0.6,false,test/ABC265/A/AC/35061259.c::main,1000,54404,20868,8924,24486
test/ABC265/A/WA/34216809.c,0.61,false,test/ABC270/A/AC/35113302.c::main,1000,54678,20890,8745,24910
test/ABC265/A/WA/34216809.c,0.62,false,test/ABC271/A/AC/35583946.c::function,1000,54547,20692,8536,25206
test/ABC265/A/WA/34216809.c,0.63,false,test/ABC265/A/AC/34207074.c::main,1000,53869,20721,8776,24260
test/ABC265/A/WA/34216809.c,0.64,false,test/ABC269/A/AC/34923713.c::main,1000,54090,20715,8622,24636
test/ABC265/A/WA/34216809.c,0.65,false,test/ABC270/A/AC/35417682.c::main,1000,54727,20968,8776,24867
test/ABC265/A/WA/34216809.c,0.66,false,test/ABC270/A/AC/35417682.c::main,1000,56231,20820,8578,26722
test/ABC265/A/WA/34216809.c,0.67,false,test/ABC265/A/AC/34204296.c::main,1000,54884,21039,8836,24876
test/ABC265/A/WA/34216809.c,0.68,false,test/ABC265/A/AC/34279251.c::main,1000,54580,20809,8714,24939
test/ABC265/A/WA/34216809.c,0.69,false,test/ABC268/A/AC/34748803.c::main,1000,56042,20806,8570,26551
test/ABC265/A/WA/34216809.c,0.7,false,test/ABC272/A/AC/35471639.c::main,1000,55553,20882,8715,25846
test/ABC265/A/WA/34216809.c,0.71,false,test/ABC269/A/AC/34976501.c::main,1000,55902,20877,8942,25964
test/ABC265/A/WA/34216809.c,0.72,false,test/ABC265/A/AC/34217553.c::main,1000,54936,20801,8733,25290
test/ABC265/A/WA/34216809.c,0.73,false,test/ABC269/A/AC/35045848.c::main,1000,55950,20800,8830,26159
test/ABC265/A/WA/34216809.c,0.74,false,test/ABC270/A/AC/35115500.c::main,1000,55176,20785,8726,25544
test/ABC265/A/WA/34216809.c,0.75,false,test/ABC265/A/AC/34298941.c::main,1000,55936,20813,8576,26433
test/ABC265/A/WA/34216809.c,0.76,false,test/ABC265/A/AC/34226113.c::main,1000,56073,20883,9088,25974
test/ABC265/A/WA/34216809.c,0.77,false,test/ABC269/A/AC/35063977.c::main,1000,53093,20718,8744,23521
test/ABC265/A/WA/34216809.c,0.78,false,test/ABC270/A/AC/35176787.c::main,1000,53591,20869,8811,23795
test/ABC265/A/WA/34216809.c,0.79,false,test/ABC270/A/AC/35164999.c::main,1000,54693,20806,8798,24956
test/ABC265/A/WA/34216809.c,0.8,false,test/ABC270/A/AC/35113302.c::main,1000,54862,20958,8881,24906
test/ABC265/A/WA/34216809.c,0.81,false,test/ABC270/A/AC/35399213.c::main,1000,54759,20835,8825,24984
test/ABC265/A/WA/34216809.c,0.82,false,test/ABC271/A/AC/35458089.c::main,1000,55922,20935,8632,26251
test/ABC265/A/WA/34216809.c,0.83,false,test/ABC268/A/AC/34737629.c::main,1000,55345,20851,8690,25691
test/ABC265/A/WA/34216809.c,0.84,false,test/ABC270/A/AC/35097513.c::main,1000,55959,20807,8961,26066
test/ABC265/A/WA/34216809.c,0.85,false,test/ABC271/A/AC/35279355.c::main,1000,55525,20901,8772,25697
test/ABC265/A/WA/34216809.c,0.86,false,test/ABC269/A/AC/35045748.c::main,1000,56471,20830,8807,26723
test/ABC265/A/WA/34216809.c,0.87,false,test/ABC265/A/AC/34275800.c::main,1000,54329,20745,8859,24602
test/ABC265/A/WA/34216809.c,0.88,false,test/ABC265/A/AC/34703927.c::main,1000,53535,20873,8780,23775
test/ABC265/A/WA/34216809.c,0.89,false,test/ABC271/A/AC/35287560.c::main,1000,55869,20969,9045,25731
test/ABC265/A/WA/34216809.c,0.9,false,test/ABC271/A/AC/35321630.c::main,1000,55445,21126,8971,25237
test/ABC265/A/WA/34216809.c,0.91,false,test/ABC265/A/AC/34218926.c::main,1000,56106,20983,8957,26051
test/ABC265/A/WA/34216809.c,0.92,false,test/ABC267/A/AC/34556201.c::main,1000,56587,20870,9076,26520
test/ABC265/A/WA/34216809.c,0.93,false,test/ABC271/A/AC/35458089.c::main,1000,51017,20838,8760,21300
test/ABC265/A/WA/34216809.c,0.94,false,test/ABC270/A/AC/35105766.c::main,1000,55642,20803,9089,25623
test/ABC265/A/WA/34216809.c,0.95,false,test/ABC270/A/AC/35259663.c::main,1000,54600,21004,8866,24619
test/ABC265/A/WA/34216809.c,0.96,false,test/ABC265/A/AC/34959503.c::main,1000,55645,20758,8670,26095
test/ABC265/A/WA/34216809.c,0.97,false,test/ABC271/A/AC/35285498.c::main,1000,54512,20678,8919,24791
test/ABC265/A/WA/34216809.c,0.98,false,test/ABC272/A/AC/35555024.c::main,1000,56195,20850,8883,26345
test/ABC265/A/WA/34216809.c,0.99,false,test/ABC271/A/AC/35285630.c::main,1000,54626,21072,9043,24392
test/ABC265/A/WA/34216809.c,1,false,test/ABC272/A/AC/35470003.c::main,1000,53439,20758,8986,23576
test/ABC265/A/WA/34220909.c,0,false,test/ABC270/A/AC/35145227.c::main,1000,54781,20899,8082,25677
test/ABC265/A/WA/34220909.c,0.01,false,test/ABC269/A/AC/34921238.c::main,1000,55697,20948,8201,26383
test/ABC265/A/WA/34220909.c,0.02,false,test/ABC267/A/AC/34541252.c::main,1000,55511,21178,8118,26101
test/ABC265/A/WA/34220909.c,0.03,false,test/ABC265/A/AC/34216403.c::main,1000,55013,20827,7983,26066
test/ABC265/A/WA/34220909.c,0.04,false,test/ABC269/A/AC/35045682.c::main,1000,57186,20826,8447,27785
test/ABC265/A/WA/34220909.c,0.05,false,test/ABC271/A/AC/35285498.c::main,1000,56154,20813,8244,26973
test/ABC265/A/WA/34220909.c,0.06,false,test/ABC265/A/AC/34202135.c::main,1000,55635,21129,8084,26313
test/ABC265/A/WA/34220909.c,0.07,false,test/ABC270/A/AC/35144264.c::main,1000,52072,20724,8179,23052
test/ABC265/A/WA/34220909.c,0.08,false,test/ABC272/A/AC/35479310.c::main,1000,56242,20862,8101,27167
test/ABC265/A/WA/34220909.c,0.09,false,test/ABC271/A/AC/35287560.c::main,1000,53015,20972,8244,23661
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC268/A/AC/34848638.c::main,1000,51991,20833,8159,22886
test/ABC265/A/WA/34220909.c,0.11,false,test/ABC265/A/AC/34202135.c::main,1000,55834,20924,8300,26448
test/ABC265/A/WA/34220909.c,0.12,false,test/ABC270/A/AC/35145227.c::main,1000,55285,20877,8243,26050
test/ABC265/A/WA/34220909.c,0.13,false,test/ABC271/A/AC/35285630.c::main,1000,48163,20776,8082,19197
test/ABC265/A/WA/34220909.c,0.14,false,test/ABC270/A/AC/35380208.c::main,1000,52737,20894,8320,23360
test/ABC265/A/WA/34220909.c,0.15,false,test/ABC270/A/AC/35129661.c::main,1000,54512,20675,8188,25530
test/ABC265/A/WA/34220909.c,0.16,false,test/ABC270/A/AC/35156600.c::main,1000,55578,20808,8306,26343
test/ABC265/A/WA/34220909.c,0.17,false,test/ABC267/A/AC/34549410.c::main,1000,54386,20821,8139,25316
test/ABC265/A/WA/34220909.c,0.18,false,test/ABC269/A/AC/34940217.c::main,1000,54731,21009,8153,25458
test/ABC265/A/WA/34220909.c,0.19,false,test/ABC265/A/AC/34216403.c::main,1000,53417,20965,8281,24039
test/ABC265/A/WA/34220909.c,0.2,false,test/ABC268/A/AC/34734504.c::main,1000,56165,21021,8314,26712
test/ABC265/A/WA/34220909.c,0.21,false,test/ABC267/A/AC/34586250.c::main,1000,54683,20927,8254,25389
test/ABC265/A/WA/34220909.c,0.22,false,test/ABC271/A/AC/35399034.c::main,1000,48933,20757,8414,19584
test/ABC265/A/WA/34220909.c,0.23,false,test/ABC270/A/AC/35380208.c::main,1000,55992,20901,8353,26614
test/ABC265/A/WA/34220909.c,0.24,false,test/ABC268/A/AC/35061552.c::main,1000,55246,20729,8193,26171
test/ABC265/A/WA/34220909.c,0.25,false,test/ABC272/A/AC/35561992.c::main,1000,54490,21075,8241,25070
test/ABC265/A/WA/34220909.c,0.26,false,test/ABC265/A/AC/34239656.c::main,1000,53227,20960,8146,24009
test/ABC265/A/WA/34220909.c,0.27,false,test/ABC269/A/AC/35438929.c::main,1000,55457,20825,8386,26131
test/ABC265/A/WA/34220909.c,0.28,false,test/ABC271/A/AC/35290490.c::main,1000,55939,20688,8459,26629
test/ABC265/A/WA/34220909.c,0.29,false,test/ABC265/A/AC/34207074.c::main,1000,57082,21074,8518,27366
test/ABC265/A/WA/34220909.c,0.3,false,test/ABC265/A/AC/34231450.c::main,1000,55049,20902,8428,25556
test/ABC265/A/WA/34220909.c,0.31,false,test/ABC270/A/AC/35404864.c::main,1000,55051,20832,8365,25748
test/ABC265/A/WA/34220909.c,0.32,false,test/ABC270/A/AC/35099179.c::main,1000,56456,20828,8237,27280
test/ABC265/A/WA/34220909.c,0.33,false,test/ABC267/A/AC/34535993.c::main,1000,53152,20733,8413,23889
