target,0.isSuccess,0.created,0.totalTime,0.repairTime,1.isSuccess,1.created,1.totalTime,1.repairTime,2.isSuccess,2.created,2.totalTime,2.repairTime,3.isSuccess,3.created,3.totalTime,3.repairTime,4.isSuccess,4.created,4.totalTime,4.repairTime,
test/ABC272/A/WA/35469736.c,target,0.isSuccess,0.created,0.totalTime,0.repairTime,1.isSuccess,1.created,1.totalTime,1.repairTime,2.isSuccess,2.created,2.totalTime,2.repairTime,3.isSuccess,3.created,3.totalTime,3.repairTime,4.isSuccess,4.created,4.totalTime,4.repairTime,
target,0.isSuccess,0.created,0.totalTime,0.repairTime,1.isSuccess,1.created,1.totalTime,1.repairTime,2.isSuccess,2.created,2.totalTime,2.repairTime,3.isSuccess,3.created,3.totalTime,3.repairTime,4.isSuccess,4.created,4.totalTime,4.repairTime,
test/ABC266/A/WA/34520508.c,false,10000,51953,51360,false,10000,89735,67082,false,10000,115169,83475,false,10000,113333,81678,false,10000,124057,92575,
test/ABC266/A/WA/34520525.c,false,10000,39852,39250,false,10000,92780,69908,false,10000,102831,71775,false,10000,111935,80534,false,10000,126657,95027,
test/ABC266/A/WA/34520595.c,false,10000,40247,39606,false,10000,84299,61649,false,10000,95114,64058,false,10000,101910,70493,false,10000,126806,95647,
test/ABC266/A/WA/34520659.c,false,10000,53292,52708,false,10000,100590,77730,false,10000,97844,66583,false,10000,117805,86311,false,10000,106890,75703,
test/ABC266/A/WA/34520813.c,false,10000,39577,38923,false,10000,89948,67258,false,10000,100119,68644,false,10000,112043,80006,false,10000,122715,89260,
test/ABC266/A/WA/34520821.c,false,10000,45563,44904,false,10000,88721,66001,false,10000,94752,63495,false,10000,118546,87003,false,10000,113684,81937,
test/ABC266/A/WA/34683285.c,false,10000,39651,39063,true,241,55399,32951,false,10000,92280,60307,false,10000,103987,72222,false,10000,102454,70590,
test/ABC266/A/WA/34698253.c,false,10000,53484,52903,false,10000,84955,62290,false,10000,99939,68752,false,10000,111933,80512,false,10000,121306,89434,
test/ABC266/A/WA/34884476.c,false,10000,162788,162294,false,10000,157791,135126,false,10000,178377,146774,false,10000,185224,153648,false,10000,197842,166352,
test/ABC266/A/WA/34884528.c,false,10000,215625,215140,false,10000,149102,126409,false,10000,179477,147716,true,823,66670,34977,false,10000,183220,151918,
test/ABC266/A/WA/35174802.c,
test/ABC266/A/WA/35327372.c,false,10000,46523,45645,false,10000,167322,144250,false,10000,188405,156316,false,10000,183095,150883,false,10000,203012,170677,
test/ABC266/A/WA/35327392.c,false,10000,58331,57330,false,10000,179935,156874,false,10000,205824,173516,false,10000,194238,162169,false,10000,203050,170685,
test/ABC266/A/WA/35327436.c,false,10000,67235,66241,true,3867,134197,111266,false,10000,204796,172653,false,10000,189999,157794,false,10000,198227,166032,
test/ABC266/A/WA/35327968.c,false,10000,17767,16815,false,10000,132541,109746,false,10000,159791,127889,false,10000,156073,124273,false,10000,160799,128550,
test/ABC266/A/WA/35328111.c,false,10000,42397,41526,false,10000,80058,57303,false,10000,73952,42379,false,10000,76284,44897,false,10000,74809,43888,
test/ABC266/A/WA/35463393.c,false,10000,15999,15537,false,10000,53904,31534,false,10000,62916,31785,false,10000,62341,31076,false,10000,61469,30514,
test/ABC266/A/WA/35463434.c,false,10000,11736,11366,false,10000,62602,40129,false,10000,84207,52016,false,10000,84500,52967,false,10000,89274,57952,
test/ABC266/A/WA/35463762.c,false,10000,44326,43902,false,10000,111691,89031,false,10000,131192,99739,false,10000,133710,102485,false,10000,138142,106543,
test/ABC266/A/WA/35464024.c,false,10000,118235,117758,false,10000,119912,97187,false,10000,145676,114062,false,10000,148925,117435,false,10000,154700,123269,
test/ABC266/A/WA/35464196.c,false,10000,37649,37226,false,10000,72622,49918,false,10000,72023,40907,false,10000,72700,41365,false,10000,71639,40452,
test/ABC266/A/WA/35577366.c,
test/ABC267/A/WA/34535477.c,true,36,2404,1806,true,36,101757,79127,true,34,110942,78827,true,32,111543,79224,true,35,111354,79031,
test/ABC267/A/WA/34535679.c,false,10000,42933,42227,true,277,140903,118212,true,9958,176358,144323,false,10000,176757,144361,true,1630,155532,123633,
test/ABC267/A/WA/34536872.c,false,10000,42866,42331,false,10000,143853,121282,false,10000,153275,121217,false,10000,157047,125503,false,10000,156426,124808,
test/ABC267/A/WA/34537880.c,false,10000,42480,41944,true,979,128420,105292,true,474,133925,101955,false,10000,159157,127438,false,10000,158425,126838,
test/ABC267/A/WA/34538734.c,false,10000,51354,50799,false,10000,175360,152568,false,10000,192806,161108,false,10000,205956,173876,false,10000,202600,170989,
test/ABC267/A/WA/34538918.c,false,10000,39912,39369,false,10000,191122,168568,false,10000,181103,149053,false,10000,216532,184821,false,10000,205862,174403,
test/ABC267/A/WA/34538945.c,false,10000,90912,89347,true,5619,459072,435960,true,1268,452847,419504,true,318,448619,415552,false,10000,604232,571188,
test/ABC267/A/WA/34539362.c,false,10000,39781,39225,false,10000,178225,155652,false,10000,193582,161732,false,10000,200721,169048,false,10000,207262,175173,
test/ABC267/A/WA/34540470.c,false,10000,50945,50205,true,118,153205,130397,true,2093,169820,137548,false,10000,192108,159896,true,61,162769,130274,
test/ABC267/A/WA/34541240.c,false,10000,40373,39829,false,10000,186370,163648,false,10000,179309,147564,false,10000,201684,169558,false,10000,199255,167374,
test/ABC267/A/WA/34541282.c,false,10000,51476,50789,true,518,153877,131248,true,585,164727,132471,true,1700,168589,136491,true,5829,181334,149103,
test/ABC267/A/WA/34541438.c,false,10000,40200,39701,true,328,88307,65581,true,706,100414,68504,true,353,100928,68866,true,234,98808,66676,
test/ABC267/A/WA/34541879.c,false,10000,90206,89647,false,10000,139681,116933,false,10000,147259,115364,true,296,65368,33591,false,10000,164315,132407,
test/ABC267/A/WA/34542281.c,false,10000,40280,39743,false,10000,167555,144886,false,10000,177450,145700,false,10000,207369,175687,false,10000,206086,174095,
test/ABC267/A/WA/34542834.c,false,10000,55954,54780,true,465,250923,228174,true,643,261454,229417,false,10000,292519,260073,true,3354,272933,240615,
test/ABC267/A/WA/34543100.c,true,32,2500,1840,true,49,152866,130033,true,35,162921,130778,true,36,163497,130997,true,35,163643,131121,
test/ABC267/A/WA/34543513.c,false,10000,52346,51716,true,2661,173097,150383,true,6137,200040,167429,false,10000,243592,210916,false,10000,251314,218607,
test/ABC267/A/WA/34543581.c,true,34,2548,1954,true,37,153305,130714,true,34,163523,131063,true,39,163666,131292,true,36,162806,130432,
test/ABC267/A/WA/34543942.c,true,33,2596,1930,true,38,151881,129297,true,40,161959,129335,true,33,161453,129114,true,36,161682,129315,
test/ABC267/A/WA/34544434.c,false,10000,49502,48620,false,10000,210113,187190,false,10000,208740,176379,false,10000,256280,223233,false,10000,244395,211955,
test/ABC267/A/WA/34549577.c,false,10000,60169,59496,true,3813,116242,93370,true,1000,115009,82409,false,10000,142511,110269,false,10000,144203,111764,
test/ABC267/A/WA/34549689.c,false,10000,37437,36898,true,82,87276,64712,true,338,99749,67256,true,1787,110388,78076,true,4415,118172,86166,
test/ABC267/A/WA/34550337.c,false,10000,59881,59143,true,2169,108928,86292,false,10000,140026,107592,false,10000,143957,111369,false,10000,143419,110806,
test/ABC267/A/WA/34550342.c,false,10000,38413,37919,false,10000,139175,116523,false,10000,136278,104406,false,10000,149312,116971,false,10000,143302,111378,
test/ABC267/A/WA/34554006.c,false,10000,23603,22906,false,10000,118463,95906,false,10000,131959,98601,false,10000,131206,98115,false,10000,130922,97852,
test/ABC267/A/WA/34555594.c,false,10000,60063,59328,false,10000,130855,108155,true,2625,120811,88646,false,10000,142882,110644,false,10000,143290,111060,
test/ABC267/A/WA/34555848.c,false,10000,22528,22020,false,10000,140028,117087,false,10000,159859,128257,false,10000,158800,126929,false,10000,166159,134059,
test/ABC267/A/WA/34557039.c,false,10000,182973,182421,false,10000,158485,135820,false,10000,174247,141757,false,10000,181556,148920,false,10000,179700,146935,
test/ABC267/A/WA/34562346.c,false,10000,22934,22198,false,10000,170825,148160,false,10000,183779,150826,false,10000,181099,148103,false,10000,180278,146996,
test/ABC267/A/WA/34563923.c,false,10000,38410,37874,true,2292,90702,68033,true,3830,102335,70746,true,1565,97383,65790,false,10000,116193,84485,
test/ABC267/A/WA/34564134.c,false,10000,38253,37712,true,698,85575,62849,false,10000,115275,83246,false,10000,116459,84746,false,10000,115994,84281,
test/ABC267/A/WA/34564753.c,false,10000,37621,37081,true,402,84624,62006,true,5859,107274,75439,false,10000,116181,84634,false,10000,116277,84342,
test/ABC267/A/WA/34565341.c,false,10000,23729,22971,false,10000,185854,163100,false,10000,207828,174527,false,10000,238609,205196,false,10000,243479,209804,
test/ABC267/A/WA/34565403.c,false,10000,42421,41888,false,10000,136761,114015,false,10000,142861,111103,false,10000,146534,114898,false,10000,147505,115393,
test/ABC267/A/WA/34566071.c,false,10000,42514,41978,true,4851,124870,102296,false,10000,143304,111828,false,10000,148241,116488,false,10000,147916,116439,
test/ABC267/A/WA/34566343.c,false,10000,44392,43771,false,10000,150019,127452,false,10000,152397,120389,false,10000,147024,115018,true,2162,107278,75264,
test/ABC267/A/WA/34566811.c,false,10000,43648,42975,true,533,83937,61142,false,10000,152364,120579,true,5969,132721,100792,true,3668,112039,80250,
test/ABC267/A/WA/34567353.c,false,10000,66809,66144,true,2589,113417,90623,true,4000,128804,96219,false,10000,150517,118225,false,10000,151351,118861,
test/ABC267/A/WA/34567574.c,false,10000,66878,66126,true,5363,121661,99000,false,10000,147532,114996,false,10000,150797,118297,false,10000,151876,119369,
test/ABC267/A/WA/34568312.c,false,10000,66560,65817,true,4442,120143,97467,false,10000,147243,115028,true,4996,133957,101399,true,3384,128380,96327,
test/ABC267/A/WA/34568440.c,false,10000,75042,73303,false,10000,478739,455362,false,10000,497409,463239,false,10000,488675,454356,false,10000,493695,459177,
test/ABC267/A/WA/34568843.c,false,10000,65859,65109,true,1173,108682,85740,false,10000,146621,114274,false,10000,150623,118032,false,10000,149935,117748,
test/ABC267/A/WA/34569141.c,false,10000,66853,66116,true,384,103210,80620,true,5573,133364,101125,true,7156,141461,108913,false,10000,151380,119110,
test/ABC267/A/WA/34569797.c,false,10000,66418,65681,true,2523,113333,90359,true,1276,118299,86069,false,10000,150819,118552,false,10000,152263,119896,
test/ABC267/A/WA/34570061.c,
test/ABC267/A/WA/34570365.c,false,10000,74809,74082,false,10000,144436,121712,true,2532,124866,92511,true,3000,126667,94304,false,10000,154412,121811,
test/ABC267/A/WA/34570909.c,false,10000,74901,74165,true,9407,140183,117365,false,10000,150497,118272,true,1738,120870,88356,true,6271,142208,109864,
test/ABC267/A/WA/34572045.c,false,10000,84725,83052,false,10000,468059,444712,true,1653,417952,384243,false,10000,491423,457192,true,6721,472833,438851,
test/ABC267/A/WA/34572056.c,
test/ABC267/A/WA/34581385.c,
test/ABC267/A/WA/34584088.c,false,10000,38757,38311,false,10000,126468,103585,true,295,113401,81407,false,10000,136368,104336,true,61,112985,80988,
test/ABC267/A/WA/34589591.c,true,32,933,516,true,37,87361,64803,true,32,98054,65998,true,32,99448,67323,true,36,100006,67870,
test/ABC267/A/WA/34589606.c,true,32,1042,561,true,32,97876,75310,true,36,109386,76971,true,34,110436,78263,true,35,109576,77132,
test/ABC267/A/WA/34591630.c,false,10000,15567,14943,false,10000,161164,138339,false,10000,186571,152771,false,10000,189899,156178,false,10000,195279,161672,
test/ABC267/A/WA/34598560.c,false,10000,40384,39911,true,157,113860,91081,true,2726,131254,98911,false,10000,149129,117223,false,10000,148704,116644,
test/ABC267/A/WA/34623925.c,
test/ABC267/A/WA/34630480.c,false,10000,52388,51717,false,10000,171506,148791,false,10000,181099,148599,false,10000,182797,150167,false,10000,180093,147788,
test/ABC267/A/WA/34630531.c,false,10000,52106,51436,false,10000,179914,157002,false,10000,181784,149266,false,10000,180766,148596,false,10000,183169,150794,
test/ABC267/A/WA/34630571.c,false,10000,52470,51752,true,3208,151810,129137,true,2000,156249,123913,true,2226,158458,125944,true,4131,164943,132409,
test/ABC267/A/WA/34630578.c,false,10000,52647,51996,true,2912,149891,127034,true,9478,180692,148215,false,10000,182259,149756,true,3057,160558,128186,
test/ABC267/A/WA/34640273.c,false,10000,84070,83481,false,10000,219865,196877,false,10000,223814,191304,false,10000,231930,199133,false,10000,233889,201023,
test/ABC267/A/WA/34660991.c,true,34,2551,1889,true,36,154325,131464,true,40,163714,131199,true,37,162992,130447,true,33,162982,130574,
test/ABC267/A/WA/34661005.c,true,38,2766,2096,true,36,166053,143412,true,38,175774,143384,true,34,176123,143559,true,33,175848,143134,
test/ABC267/A/WA/34683899.c,false,10000,37360,36892,true,65,123503,100905,true,916,135282,103390,false,10000,157685,125988,false,10000,157282,125873,
test/ABC267/A/WA/34683954.c,false,10000,40369,39813,false,10000,186783,164007,false,10000,176904,145049,false,10000,198919,167221,false,10000,203778,172136,
test/ABC267/A/WA/34706656.c,false,10000,43181,42621,false,10000,136731,114092,false,10000,161112,128030,false,10000,163298,130675,false,10000,168165,135318,
test/ABC267/A/WA/34838928.c,false,10000,38374,37840,false,10000,114108,91519,false,10000,121498,89646,false,10000,124807,93132,false,10000,124645,92894,
test/ABC267/A/WA/34839273.c,false,10000,42590,41969,true,1095,105237,82553,true,6125,131501,98815,false,10000,138906,106695,true,942,113821,81561,
test/ABC267/A/WA/34961964.c,false,10000,34326,33616,false,10000,300851,278015,false,10000,327087,290999,false,10000,326661,290492,false,10000,335615,299591,
test/ABC267/A/WA/35013899.c,false,10000,41459,40929,false,10000,97478,75007,true,5305,97177,65752,false,10000,107630,75886,true,681,84624,53065,
test/ABC267/A/WA/35016345.c,false,10000,68432,67781,true,4288,110795,88132,false,10000,170274,138021,true,3961,115092,83072,false,10000,180824,148597,
test/ABC267/A/WA/35017179.c,false,10000,59573,58882,true,986,73456,50624,false,10000,169666,137607,true,168,81308,49265,true,8781,168173,136128,
test/ABC267/A/WA/35033694.c,false,10000,39756,39220,false,10000,173352,150643,false,10000,184098,152340,false,10000,189837,158040,false,10000,185640,153816,
test/ABC267/A/WA/35033707.c,false,10000,39730,39188,false,10000,168793,146175,false,10000,169899,137521,true,6820,174176,142302,false,10000,186110,154224,
test/ABC267/A/WA/35033766.c,
test/ABC267/A/WA/35033785.c,false,10000,44759,44147,false,10000,204958,182325,true,3438,174643,142268,false,10000,223384,191032,true,3951,185664,153211,
test/ABC267/A/WA/35033822.c,false,10000,44828,44094,true,370,150338,127771,true,8000,192563,160574,true,1087,165512,133236,false,10000,219934,187440,
test/ABC267/A/WA/35033889.c,false,10000,45246,44519,true,2787,166257,143460,true,1189,163944,131641,false,10000,219539,187035,true,1765,167564,135257,
test/ABC267/A/WA/35033929.c,false,10000,45074,44424,true,9097,201293,178526,false,10000,206074,173857,false,10000,227940,195368,true,470,159257,127133,
test/ABC267/A/WA/35285812.c,false,10000,127496,125782,false,10000,446792,423448,true,1179,398319,364506,false,10000,472492,438325,false,10000,463898,429589,
test/ABC267/A/WA/35286161.c,false,10000,71463,70322,false,10000,298697,273727,false,10000,320191,286172,false,10000,315620,281569,false,10000,314792,280836,
test/ABC267/A/WA/35526501.c,false,10000,64915,63883,false,10000,165987,142881,false,10000,174177,142016,false,10000,175562,143470,false,10000,176623,144296,
test/ABC267/A/WA/35526593.c,false,10000,60314,59450,false,10000,203022,180101,false,10000,206216,174267,false,10000,231184,199135,false,10000,234846,202849,
test/ABC267/A/WA/35526621.c,false,10000,47528,46539,false,10000,208497,185470,false,10000,203956,171905,false,10000,245776,213592,false,10000,238018,205772,
test/ABC267/A/WA/35531401.c,false,10000,18317,17782,false,10000,115863,93123,false,10000,132567,100957,false,10000,124370,92498,false,10000,122989,90905,
test/ABC267/A/WA/35531425.c,false,10000,18185,17710,false,10000,115506,92937,false,10000,121429,89698,false,10000,125787,93768,false,10000,123083,91242,
test/ABC268/A/WA/34733903.c,false,10000,95065,94455,false,10000,211643,188557,false,10000,229304,196782,false,10000,243469,211120,false,10000,249624,217036,
test/ABC268/A/WA/34734949.c,false,10000,105178,104683,false,10000,152082,129377,false,10000,181482,149679,false,10000,175241,143395,false,10000,174825,142690,
test/ABC268/A/WA/34736605.c,false,10000,177130,176581,false,10000,130573,107777,false,10000,159336,126802,false,10000,149462,117080,false,10000,152219,119974,
test/ABC268/A/WA/34738444.c,
test/ABC268/A/WA/34739384.c,false,10000,70658,70141,false,10000,179172,155570,true,146,115691,82187,false,10000,198577,165204,true,3133,148415,115359,
test/ABC268/A/WA/34739407.c,true,255,3401,2984,true,367,69962,47384,true,49,77169,45526,true,104,79400,47735,true,175,80909,49004,
test/ABC268/A/WA/34742043.c,false,10000,79087,78526,false,10000,171979,149213,false,10000,179893,147504,false,10000,181223,149118,false,10000,174448,141912,
test/ABC268/A/WA/34742230.c,true,383,8542,7527,true,109,212240,189238,true,972,229553,196035,true,260,224980,191061,true,678,226420,192857,
test/ABC268/A/WA/34742668.c,false,10000,150486,149896,false,10000,169084,146347,false,10000,191100,157685,true,2532,126018,92849,false,10000,188143,155064,
test/ABC268/A/WA/34742716.c,true,38,948,526,false,10000,171081,148272,true,2197,136895,104724,false,10000,181232,148798,true,5473,154836,122873,
test/ABC268/A/WA/34743273.c,true,3302,17411,16729,true,3774,111283,88456,false,10000,181273,148113,true,3538,134503,101869,true,7390,170600,137950,
test/ABC268/A/WA/34743732.c,true,2365,35867,34845,true,504,215314,192367,true,705,227355,193801,true,166,224713,190591,true,2576,252905,219140,
test/ABC268/A/WA/34744124.c,false,10000,404295,403682,false,10000,190259,167516,false,10000,223675,189835,false,10000,214159,180392,true,4983,177889,144197,
test/ABC268/A/WA/34744223.c,true,78,3171,2170,true,6178,272795,249840,true,1916,245448,211220,true,781,228327,194368,true,7101,304476,270550,
test/ABC268/A/WA/34744533.c,true,2744,40899,39950,true,4509,257386,234489,true,495,225730,191826,true,475,226436,192476,true,648,227408,193594,
test/ABC268/A/WA/34746077.c,false,10000,92740,91651,false,10000,292466,269579,false,10000,325871,291929,false,10000,315829,281991,false,10000,323137,289320,
test/ABC268/A/WA/34746216.c,false,10000,95572,94449,false,10000,299698,276810,false,10000,328091,292201,false,10000,318350,284322,false,10000,318868,284830,
test/ABC268/A/WA/34747100.c,false,10000,171148,170106,false,10000,296685,273660,true,465,222902,190123,false,10000,315682,282538,false,10000,323661,290758,
test/ABC268/A/WA/34747467.c,true,39,6421,5459,true,34,205690,182865,true,36,221120,188495,true,35,221948,189131,true,38,218424,185203,
test/ABC268/A/WA/34749049.c,false,10000,280378,279915,false,10000,125619,103174,false,10000,150121,117655,false,10000,141635,109503,false,10000,146773,114399,
test/ABC268/A/WA/34749829.c,false,10000,303570,302968,false,10000,223781,200902,false,10000,250468,217034,false,10000,243840,210491,false,10000,244998,211772,
test/ABC268/A/WA/34750477.c,false,10000,447222,446667,false,10000,177063,154405,false,10000,208889,176751,false,10000,208073,175618,false,10000,206481,173961,
test/ABC268/A/WA/34751176.c,false,10000,97484,96895,true,608,94824,72046,true,368,104846,71850,false,10000,189742,156800,true,4391,141647,109060,
test/ABC268/A/WA/34751535.c,false,10000,102036,101439,true,1932,106150,83486,true,139,103225,70694,true,929,108050,75160,false,10000,188864,156273,
test/ABC268/A/WA/34752521.c,true,420,6977,6437,true,7997,199938,177222,true,300,147620,114277,true,605,148814,115905,true,267,147494,114515,
test/ABC268/A/WA/34760507.c,false,10000,153147,152613,true,246,92701,70008,true,190,102553,70514,true,3488,135368,103090,true,458,103839,71830,
test/ABC268/A/WA/34764944.c,false,10000,81491,80758,false,10000,148390,125584,false,10000,159809,127562,false,10000,168688,136438,false,10000,189402,156979,
test/ABC268/A/WA/34770394.c,true,37,5277,4796,true,39,91807,69188,true,37,102359,70134,true,33,102828,70911,true,35,98226,66222,
test/ABC268/A/WA/34770415.c,true,32,1431,946,true,37,88345,65601,true,33,102650,70630,true,33,99743,68098,true,41,99028,67106,
test/ABC268/A/WA/34809860.c,false,10000,125142,124595,false,10000,183565,160780,false,10000,205894,173769,false,10000,207058,174850,false,10000,206418,174234,
test/ABC268/A/WA/34842030.c,true,41,5301,4836,true,32,66583,43849,true,33,80537,48974,true,36,81104,49300,true,35,80755,49076,
test/ABC268/A/WA/34852790.c,false,10000,248684,248105,false,10000,160404,137482,false,10000,182958,150322,true,6377,155781,123388,true,659,95315,62873,
test/ABC268/A/WA/34897396.c,false,10000,72635,72085,false,10000,184920,162025,false,10000,210842,178112,false,10000,210006,177250,false,10000,215525,182851,
test/ABC268/A/WA/34961248.c,false,10000,45087,44527,false,10000,135678,112778,false,10000,149209,116813,false,10000,153239,121117,false,10000,172805,140323,
test/ABC268/A/WA/34989492.c,true,9117,284331,283782,false,10000,166277,143606,false,10000,186534,154281,false,10000,184073,151979,false,10000,183790,151054,
test/ABC268/A/WA/34989522.c,false,10000,142999,142238,true,670,126832,104124,false,10000,239201,206711,true,221,135971,103387,true,4759,188309,155948,
test/ABC268/A/WA/35063648.c,false,10000,383707,383122,false,10000,186780,163736,false,10000,212090,179478,false,10000,209419,176835,false,10000,209033,176509,
test/ABC268/A/WA/35063709.c,false,10000,347085,346527,false,10000,193694,171035,false,10000,221110,188196,false,10000,218296,185892,false,10000,217477,184191,
test/ABC268/A/WA/35403545.c,false,10000,248151,247672,false,10000,144641,121815,false,10000,167735,135867,false,10000,159280,127532,false,10000,160223,127840,
test/ABC268/A/WA/35406002.c,false,10000,57579,56937,false,10000,197637,174910,false,10000,216038,182624,false,10000,210777,177051,false,10000,213262,179575,
test/ABC268/A/WA/35421407.c,false,10000,66112,65588,true,40,102223,79582,false,10000,200432,168038,true,81,113538,80856,false,10000,199795,167381,
test/ABC268/A/WA/35579277.c,false,10000,417926,417392,false,10000,176684,153860,false,10000,203934,170957,false,10000,192489,159621,false,10000,193524,160595,
test/ABC268/A/WA/35579562.c,false,10000,334492,333985,false,10000,146891,123904,false,10000,170832,138535,false,10000,169728,137275,false,10000,170311,137893,
test/ABC268/A/WA/35584351.c,false,10000,75450,74825,false,10000,173712,150993,false,10000,194978,161604,false,10000,193252,159907,false,10000,188808,155569,
test/ABC268/A/WA/35584677.c,false,10000,172501,171837,false,10000,244880,222172,false,10000,273440,240239,false,10000,274484,241237,false,10000,275381,242027,
test/ABC268/A/WA/35584799.c,false,10000,64404,63905,false,10000,165597,142706,false,10000,186702,152770,false,10000,183842,150676,false,10000,179556,146130,
test/ABC268/A/WA/35585114.c,false,10000,129586,129001,false,10000,175882,153374,false,10000,195448,163033,false,10000,194066,161576,false,10000,197456,164745,
test/ABC268/A/WA/35585128.c,false,10000,135030,134457,false,10000,165311,142450,false,10000,188181,155847,false,10000,180840,148356,false,10000,181356,148866,
test/ABC268/A/WA/35585228.c,false,10000,131857,131330,false,10000,170833,148160,false,10000,193676,161231,false,10000,198284,165292,false,10000,193058,160265,
test/ABC269/A/WA/34921869.c,false,10000,55760,55270,true,685,38991,16437,true,2255,67424,36002,false,10000,130768,99023,true,3736,77294,46091,
test/ABC269/A/WA/34922833.c,false,10000,56013,55524,true,6822,85393,62662,true,1889,63493,31898,false,10000,143865,112229,true,2677,72528,40997,
test/ABC269/A/WA/34923443.c,false,10000,58725,58208,false,10000,159340,136417,false,10000,177261,145603,false,10000,174230,142219,false,10000,172760,141071,
test/ABC269/A/WA/34926057.c,false,10000,40483,40000,false,10000,82630,59966,false,10000,114289,82522,false,10000,139984,108313,false,10000,140747,108987,
test/ABC269/A/WA/34927044.c,false,10000,56448,55953,false,10000,100626,77985,false,10000,139772,108106,false,10000,137830,106161,false,10000,155017,123338,
test/ABC269/A/WA/34927454.c,false,10000,52336,51841,false,10000,114520,91773,false,10000,142494,110837,false,10000,149395,117555,false,10000,128538,96810,
test/ABC269/A/WA/34928256.c,false,10000,62197,61239,false,10000,127492,104629,false,10000,144715,112788,false,10000,150013,118148,false,10000,162759,130879,
test/ABC269/A/WA/34929189.c,false,10000,57405,56902,false,10000,123301,100445,false,10000,126197,94655,false,10000,146173,114676,false,10000,138963,107269,
test/ABC269/A/WA/34929225.c,false,10000,40504,40023,false,10000,102539,79629,false,10000,123850,92305,false,10000,128959,97214,false,10000,157053,125365,
test/ABC269/A/WA/34929352.c,false,10000,61939,60986,false,10000,158949,135879,false,10000,177994,146040,false,10000,200302,168118,false,10000,187836,155779,
test/ABC269/A/WA/34930334.c,false,10000,40071,39610,false,10000,107682,85016,false,10000,111216,79592,false,10000,148608,117145,false,10000,136550,104860,
test/ABC269/A/WA/34931004.c,false,10000,57454,56946,false,10000,120613,97795,false,10000,135278,103442,false,10000,141934,110485,false,10000,135660,103708,
test/ABC269/A/WA/34931904.c,false,10000,57561,57069,false,10000,127905,105005,false,10000,137783,106002,false,10000,142823,111405,false,10000,158985,127196,
test/ABC269/A/WA/34932100.c,false,10000,40375,39947,false,10000,107021,84304,false,10000,109618,78407,false,10000,143559,112109,false,10000,138601,107081,
test/ABC269/A/WA/34939011.c,
test/ABC269/A/WA/34939742.c,
test/ABC269/A/WA/34941652.c,false,10000,94337,92312,false,10000,889957,866412,false,10000,947053,911365,false,10000,978042,942235,false,10000,992744,957260,
test/ABC269/A/WA/34942145.c,
test/ABC269/A/WA/34942367.c,
test/ABC269/A/WA/34942828.c,
test/ABC269/A/WA/34945587.c,false,10000,40845,40467,false,10000,57489,34928,false,10000,63877,32482,false,10000,65733,34093,false,10000,66246,34968,
test/ABC269/A/WA/34946593.c,false,10000,40600,40122,false,10000,115622,93202,false,10000,120916,89170,false,10000,148722,116740,false,10000,140152,108704,
test/ABC269/A/WA/34946811.c,false,10000,39181,38686,false,10000,58392,35774,false,10000,61711,29967,false,10000,63900,32397,false,10000,62474,30665,
test/ABC269/A/WA/34948000.c,false,10000,44908,44385,false,10000,122941,100291,true,6509,126529,94654,false,10000,151160,118867,false,10000,145550,113504,
test/ABC269/A/WA/34948044.c,
test/ABC269/A/WA/34951502.c,false,10000,284512,283939,false,10000,259059,236333,false,10000,284455,251063,false,10000,289212,256020,false,10000,293694,260623,
test/ABC269/A/WA/34958815.c,false,10000,54655,54160,false,10000,111857,89125,false,10000,111179,79767,false,10000,144829,113392,false,10000,145287,113951,
test/ABC269/A/WA/34958981.c,false,10000,54272,53835,false,10000,92128,69489,false,10000,110722,79057,false,10000,120212,88458,false,10000,125336,93713,
test/ABC269/A/WA/34961168.c,false,10000,56168,55721,true,455,36923,14407,false,10000,131254,100050,false,10000,151104,119471,false,10000,131459,99712,
test/ABC269/A/WA/34971958.c,false,10000,94163,93462,false,10000,297467,274686,false,10000,322059,288094,false,10000,308291,273942,false,10000,316639,282242,
test/ABC269/A/WA/34977707.c,false,10000,60855,60365,false,10000,94382,71767,false,10000,148710,117208,false,10000,139431,108089,false,10000,148073,116728,
test/ABC269/A/WA/34983057.c,false,10000,55351,54871,false,10000,122682,99768,false,10000,128286,96640,false,10000,113212,81688,false,10000,141485,109640,
test/ABC269/A/WA/35008595.c,false,10000,58041,57560,false,10000,103276,80518,false,10000,131499,100101,false,10000,157363,125936,false,10000,136558,104903,
test/ABC269/A/WA/35016355.c,false,10000,55427,54988,false,10000,105381,82787,false,10000,123632,91899,false,10000,126844,94422,false,10000,127898,96285,
test/ABC269/A/WA/35016383.c,false,10000,55518,55097,false,10000,95853,73094,false,10000,127413,95828,false,10000,148099,116725,false,10000,155277,123819,
test/ABC269/A/WA/35016424.c,false,10000,54839,54355,false,10000,108829,86194,false,10000,122325,90497,false,10000,133558,102100,false,10000,138384,106880,
test/ABC269/A/WA/35023811.c,false,10000,56912,56489,false,10000,117104,94481,false,10000,124739,93167,false,10000,139770,108312,false,10000,142263,111041,
test/ABC269/A/WA/35023822.c,false,10000,57653,57170,false,10000,112745,90200,false,10000,146252,114815,false,10000,153682,122332,false,10000,141839,110255,
