target,threshold,is_repaired,used_function_name,pop_count,execution_time,preprocessing_time,similarity_calculation_time,repair_time,tag
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC270/A/AC/35105827.c::main,149,75052,21822,8586,44496,1
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC268/A/AC/34820418.c::main,637,78474,22409,8531,47361,1
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC270/A/AC/35115590.c::main,1000,78785,21859,8350,48426,1
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC267/A/AC/34684724.c::main,1000,79634,22062,8580,48832,1
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC271/A/AC/35287560.c::ShowHex,1000,79489,21953,8389,48999,1
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC270/A/AC/35385451.c::main,94,67477,22246,8406,36691,1
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC270/A/AC/35417682.c::main,1000,79492,22056,8527,48764,1
test/ABC265/A/WA/34216199.c,0.1,false,test/ABC265/A/AC/34343434.c::main,1000,80321,22042,8651,49497,1
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC272/A/AC/35479310.c::main,372,73910,22318,8430,43017,1
test/ABC265/A/WA/34216199.c,0.1,true,test/ABC270/A/AC/35226580.c::main,74,67573,22326,8304,36811,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35380208.c::main,1000,48070,22371,7876,17675,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35385451.c::main,1000,50357,22342,7986,19858,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC271/A/AC/35304357.c::main,1000,52116,22423,8338,21225,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35158117.c::main,1000,48598,22213,8078,18155,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC271/A/AC/35363716.c::main,1000,48383,22466,8182,17562,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC272/A/AC/35471034.c::main,1000,51197,22228,8146,20679,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35129661.c::main,1000,56064,21846,8049,26031,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC269/A/AC/35563560.c::main,1000,47922,21925,7959,17907,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC270/A/AC/35099179.c::main,1000,51878,22177,8248,21292,1
test/ABC265/A/WA/34216809.c,0.1,false,test/ABC268/A/AC/35212286.c::main,1000,48755,22534,8039,18010,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC269/A/AC/34973414.c::main,1000,49647,22574,8368,18544,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC270/A/AC/35097535.c::main,1000,53140,22296,8591,22083,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC270/A/AC/35110107.c::main,1000,56716,22166,8432,25966,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC265/A/AC/34345650.c::main,1000,49024,22030,8315,18510,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC269/A/AC/34934196.c::main,1000,49254,22174,8198,18752,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC265/A/AC/34495353.c::main,1000,58481,21853,8205,28279,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC270/A/AC/35160108.c::main,1000,52470,22070,8228,22038,1
test/ABC265/A/WA/34220909.c,0.1,false,test/ABC267/A/AC/35532945.c::main,1000,54976,22363,8259,24220,1
